,phase,set_input_voltage,set_output_voltage,U_in,I_in,P_in,U_out,I_out,P_out,n
161,5.0,33.5,12.0,33.4656,0.02606618,0.8723205,12.0684,0.03832687,0.4625438,0.5302453
162,5.0,34.0,8.0,33.95778,0.03298895,1.120232,8.037496,0.1045817,0.8405747,0.750358
163,5.0,34.0,8.5,33.95704,0.03398018,1.153866,8.542019,0.1015644,0.867565,0.7518765
164,5.0,34.0,9.0,33.95644,0.03477313,1.180772,9.038502,0.09809131,0.8865985,0.7508635
165,5.0,34.0,9.5,33.95639,0.03478689,1.181237,9.546786,0.09280309,0.8859712,0.7500368
166,5.0,34.0,10.0,33.95787,0.03359222,1.14072,10.04596,0.08416873,0.8455557,0.7412472
167,5.0,34.0,10.5,33.95958,0.03175858,1.078508,10.58424,0.07125365,0.754166,0.6992679
168,5.0,34.0,11.0,33.96063,0.02992573,1.016297,11.07523,0.06039957,0.6689393,0.6582127
169,5.0,34.0,11.5,33.96193,0.02811299,0.9547715,11.56974,0.0498688,0.5769691,0.6043007
170,5.0,34.0,12.0,33.96309,0.02667319,0.9059038,12.07043,0.04115121,0.4967126,0.5483061
171,5.0,34.5,8.0,34.47216,0.03313323,1.142174,8.037643,0.1066904,0.8575395,0.7507958
172,5.0,34.5,8.5,34.4709,0.03414676,1.177069,8.541963,0.1036575,0.8854384,0.7522397
173,5.0,34.5,9.0,34.47021,0.03501655,1.207028,9.038638,0.1004792,0.9081953,0.7524229
174,5.0,34.5,9.5,34.47003,0.03537722,1.219454,9.547165,0.09581302,0.9147427,0.7501251
175,5.0,34.5,10.0,34.47096,0.03445376,1.187654,10.04645,0.08801102,0.8841986,0.7444916
176,5.0,34.5,10.5,34.47205,0.03269299,1.126994,10.58722,0.07552474,0.7995973,0.7094954
177,5.0,34.5,11.0,34.47375,0.03087165,1.064262,11.07837,0.0646058,0.7157269,0.6725103
178,5.0,34.5,11.5,34.47495,0.02900554,0.9999646,11.57276,0.0538389,0.6230647,0.6230868
179,5.0,34.5,12.0,34.47681,0.0273813,0.94402,12.07276,0.04442879,0.5363781,0.5681852
180,5.0,35.0,8.0,34.96912,0.03326953,1.163406,8.037724,0.1086696,0.8734559,0.7507747
181,5.0,35.0,8.5,34.96867,0.03430094,1.199458,8.542171,0.1058742,0.9043956,0.7540034
182,5.0,35.0,9.0,34.9686,0.03521992,1.231591,9.03895,0.1026623,0.9279597,0.7534639
183,5.0,35.0,9.5,34.96762,0.03581607,1.252403,9.547224,0.09867147,0.9420386,0.7521849
184,5.0,35.0,10.0,34.96762,0.03523848,1.232206,10.04687,0.09178679,0.9221704,0.7483898
185,5.0,35.0,10.5,34.96938,0.03375797,1.180495,10.54191,0.08181398,0.8624755,0.7306048
186,5.0,35.0,11.0,34.97158,0.03179054,1.111765,11.0815,0.06881831,0.7626099,0.685945
187,5.0,35.0,11.5,34.97336,0.02989443,1.045509,11.57559,0.05786557,0.6698282,0.6406721
188,5.0,35.0,12.0,34.97487,0.02813194,0.9839108,12.07541,0.04795509,0.5790774,0.5885467
189,10.0,25.0,8.0,24.93707,0.04128312,1.02948,8.036881,0.1050468,0.8442487,0.8200729
190,10.0,25.0,8.5,24.93723,0.04127928,1.029391,8.540323,0.09633374,0.8227213,0.7992311
191,10.0,25.0,9.0,24.93714,0.04170698,1.040053,9.036456,0.08932546,0.8071856,0.7761008
192,10.0,25.0,9.5,24.93648,0.04258752,1.061983,9.544584,0.08405388,0.8022593,0.7554352
193,10.0,25.0,10.0,24.93567,0.04364635,1.088351,10.04441,0.07948939,0.7984236,0.7336088
194,10.0,25.0,10.5,24.93449,0.04488041,1.11907,10.58559,0.07376023,0.7807957,0.6977183
195,10.0,25.0,11.0,24.93338,0.04602832,1.147642,11.08259,0.07034585,0.779614,0.6793183
196,10.0,25.0,11.5,24.93284,0.04716609,1.175985,11.58293,0.06751461,0.7820173,0.6649894
197,10.0,25.0,12.0,24.93147,0.04833749,1.205124,12.08894,0.06510332,0.78703,0.6530696
198,10.0,25.5,8.0,25.47877,0.04207742,1.072081,8.037464,0.1101559,0.8853741,0.8258463
199,10.0,25.5,8.5,25.47847,0.04198498,1.069713,8.540756,0.1011354,0.8637729,0.8074811
200,10.0,25.5,9.0,25.47828,0.04224112,1.076231,9.036841,0.09339457,0.8439919,0.7842105
201,10.0,25.5,9.5,25.47759,0.04299302,1.095359,9.544987,0.08765788,0.8366933,0.7638533
202,10.0,25.5,10.0,25.47707,0.04399814,1.120944,10.04474,0.08286437,0.8323509,0.7425448
203,10.0,25.5,10.5,25.47618,0.04511286,1.149303,10.5408,0.07841607,0.8265684,0.7191909
204,10.0,25.5,11.0,25.47502,0.04636152,1.181061,11.08459,0.07334585,0.8130087,0.6883715
205,10.0,25.5,11.5,25.47395,0.04751584,1.210416,11.585,0.07035779,0.815095,0.6734008
206,10.0,25.5,12.0,25.47304,0.04867535,1.239909,12.09096,0.06783501,0.8201902,0.6614923
207,10.0,26.0,8.0,25.97428,0.04281497,1.112088,8.038123,0.1150196,0.9245418,0.8313568
208,10.0,26.0,8.5,25.9743,0.04267153,1.108363,8.541283,0.1055442,0.9014826,0.8133458
209,10.0,26.0,9.0,25.97497,0.04278291,1.111285,9.036904,0.09741975,0.8803729,0.7922117
210,10.0,26.0,9.5,25.97443,0.04339357,1.127123,9.545352,0.09098055,0.8684414,0.7704936
211,10.0,26.0,10.0,25.97352,0.04433629,1.15157,10.04503,0.08588128,0.8626803,0.7491342
212,10.0,26.0,10.5,25.97278,0.04541907,1.179659,10.54095,0.08134554,0.8574595,0.7268704
213,10.0,26.0,11.0,25.97213,0.04666575,1.212009,11.0864,0.07609601,0.8436307,0.6960597
214,10.0,26.0,11.5,25.97113,0.04782751,1.242134,11.58686,0.0729907,0.8457329,0.6808707
215,10.0,26.0,12.0,25.97013,0.04898216,1.272073,12.09281,0.07041551,0.8515215,0.6693967
216,10.0,26.5,8.0,26.47125,0.04355616,1.152986,8.038708,0.1197066,0.9622865,0.8346038
217,10.0,26.5,8.5,26.47129,0.04338769,1.148528,8.541727,0.1102666,0.9418669,0.8200642
218,10.0,26.5,9.0,26.47141,0.04337318,1.148149,9.037674,0.101614,0.9183543,0.7998562
219,10.0,26.5,9.5,26.47106,0.043827,1.160147,9.545733,0.09478898,0.9048303,0.7799272
220,10.0,26.5,10.0,26.47027,0.044689,1.18293,10.04534,0.08911884,0.8952291,0.7567897
221,10.0,26.5,10.5,26.46952,0.04572746,1.210384,10.54125,0.08432362,0.8888764,0.7343755
222,10.0,26.5,11.0,26.46878,0.04686031,1.240335,11.04015,0.0802001,0.8854215,0.7138566
223,10.0,26.5,11.5,26.46734,0.04812976,1.273867,11.5886,0.075709,0.877361,0.6887383
224,10.0,26.5,12.0,26.4663,0.04929288,1.3046,12.09469,0.07303382,0.8833215,0.6770822
225,10.0,27.0,8.0,26.94937,0.04429806,1.193805,8.039465,0.1245671,1.001453,0.8388749
226,10.0,27.0,8.5,26.95035,0.04412477,1.189178,8.542421,0.1151683,0.9838164,0.8273079
227,10.0,27.0,9.0,26.9502,0.04401499,1.186213,9.038183,0.106091,0.9588703,0.808346
228,10.0,27.0,9.5,26.94995,0.04430541,1.194028,9.545977,0.09834585,0.9388071,0.786252
229,10.0,27.0,10.0,26.94885,0.04505965,1.214306,10.04571,0.09243997,0.9286254,0.7647378
230,10.0,27.0,10.5,26.94753,0.04604657,1.240841,10.54141,0.08735503,0.920845,0.7421135
231,10.0,27.0,11.0,26.94594,0.04716172,1.270817,11.04041,0.08307002,0.9171274,0.7216833
232,10.0,27.0,11.5,26.94491,0.04831523,1.301849,11.54254,0.07960051,0.9187918,0.7057589
233,10.0,27.0,12.0,26.94386,0.04960561,1.336567,12.09645,0.07561053,0.9146187,0.6843047
234,10.0,27.5,8.0,27.46274,0.04506238,1.237537,8.039932,0.1295575,1.041634,0.8416992
235,10.0,27.5,8.5,27.46321,0.04489915,1.233075,8.5428,0.1201444,1.02637,0.8323662
236,10.0,27.5,9.0,27.46314,0.04472676,1.228337,9.038462,0.110737,1.000892,0.8148348
237,10.0,27.5,9.5,27.4634,0.04485425,1.23185,9.546354,0.1024908,0.9784139,0.7942637
238,10.0,27.5,10.0,27.46302,0.04547109,1.248774,10.04589,0.09602065,0.9646128,0.7724481
239,10.0,27.5,10.5,27.4618,0.04639361,1.274052,10.54168,0.09067866,0.9559057,0.7502878
240,10.0,27.5,11.0,27.46143,0.04748027,1.303876,11.04053,0.08615068,0.951149,0.7294779
241,10.0,27.5,11.5,27.46005,0.04862589,1.335269,11.54249,0.08248404,0.9520708,0.7130178
242,10.0,27.5,12.0,27.45864,0.04980939,1.367698,12.0504,0.07972097,0.9606696,0.7023988
243,10.0,28.0,8.0,27.95785,0.04579252,1.28026,8.040724,0.134284,1.079741,0.8433757
244,10.0,28.0,8.5,27.95766,0.04565041,1.276278,8.543412,0.1248888,1.066976,0.8360057
245,10.0,28.0,9.0,27.95759,0.0454446,1.270522,9.039404,0.1154779,1.043852,0.8215931
246,10.0,28.0,9.5,27.9581,0.04543389,1.270245,9.54707,0.106752,1.019169,0.8023402
247,10.0,28.0,10.0,27.95723,0.04590014,1.283241,10.04653,0.09958407,1.000474,0.7796467
248,10.0,28.0,10.5,27.95652,0.04674643,1.306867,10.5421,0.0937973,0.9888201,0.7566339
249,10.0,28.0,11.0,27.95547,0.04778719,1.335913,11.04104,0.08915371,0.98435,0.7368368
250,10.0,28.0,11.5,27.95492,0.04892751,1.367764,11.54305,0.08530156,0.9846403,0.7198902
251,10.0,28.0,12.0,27.95387,0.05010086,1.400513,12.05111,0.08244812,0.9935914,0.7094482
252,10.0,28.5,8.0,28.45373,0.0465063,1.323278,8.041334,0.1389689,1.117495,0.8444902
253,10.0,28.5,8.5,28.45393,0.0464035,1.320362,8.544196,0.1296992,1.108175,0.8392966
254,10.0,28.5,9.0,28.45469,0.0461871,1.31424,9.040064,0.120271,1.087258,0.8272904
255,10.0,28.5,9.5,28.45456,0.04606596,1.310787,9.547582,0.1111487,1.061201,0.8095911
256,10.0,28.5,10.0,28.45393,0.04637245,1.319479,10.04716,0.10348,1.03968,0.7879475
257,10.0,28.5,10.5,28.45374,0.0471242,1.34086,10.54253,0.09721971,1.024941,0.7643912
258,10.0,28.5,11.0,28.45282,0.04810788,1.368805,11.0413,0.0922285,1.018322,0.7439502
259,10.0,28.5,11.5,28.45121,0.04922732,1.400577,11.54331,0.08821377,1.018279,0.7270423
260,10.0,28.5,12.0,28.45061,0.05039356,1.433728,12.05127,0.08513773,1.026018,0.7156299
261,10.0,29.0,8.0,28.94991,0.04720293,1.36652,8.042238,0.1436274,1.155086,0.8452751
262,10.0,29.0,8.5,28.94985,0.04716016,1.36528,8.544823,0.134658,1.150629,0.8427788
263,10.0,29.0,9.0,28.95031,0.0469415,1.358971,9.040586,0.1250954,1.130936,0.8322
264,10.0,29.0,9.5,28.94991,0.04674006,1.35312,9.548109,0.1156094,1.103851,0.8157818
265,10.0,29.0,10.0,28.94976,0.04688666,1.357358,10.04758,0.1073813,1.078922,0.7948695
266,10.0,29.0,10.5,28.94992,0.0475169,1.375611,10.54286,0.1007066,1.061736,0.7718291
267,10.0,29.0,11.0,28.94914,0.048436,1.402181,11.04166,0.09536177,1.052952,0.7509392
268,10.0,29.0,11.5,28.94788,0.04952306,1.433587,11.54364,0.09120803,1.052873,0.734432
269,10.0,29.0,12.0,28.94699,0.05068887,1.46729,12.05183,0.08793996,1.059838,0.7223095
270,10.0,29.5,8.0,29.44497,0.04787113,1.409564,8.042944,0.1480432,1.190703,0.8447317
271,10.0,29.5,8.5,29.44515,0.04790351,1.410526,8.545465,0.1394202,1.191411,0.8446568
272,10.0,29.5,9.0,29.44513,0.04770003,1.404534,9.041208,0.1300041,1.175394,0.8368572
273,10.0,29.5,9.5,29.44576,0.04745277,1.397283,9.548698,0.1205129,1.150742,0.8235564
274,10.0,29.5,10.0,29.44552,0.04744936,1.397171,10.04801,0.1116044,1.121402,0.8026236
275,10.0,29.5,10.5,29.44514,0.04793387,1.41142,10.54327,0.104212,1.098735,0.7784611
276,10.0,29.5,11.0,29.44435,0.04878431,1.436422,11.042,0.09861772,1.088937,0.7580897
277,10.0,29.5,11.5,29.44374,0.04983011,1.467185,11.54385,0.09418129,1.087215,0.741021
278,10.0,29.5,12.0,29.44212,0.05098215,1.501023,12.0521,0.09080204,1.094355,0.7290729
279,10.0,30.0,8.0,29.96052,0.04851991,1.453682,8.043636,0.152754,1.228698,0.8452314
280,10.0,30.0,8.5,29.96032,0.04866808,1.458112,8.54621,0.1444294,1.234324,0.8465222
281,10.0,30.0,9.0,29.96089,0.0484953,1.452962,9.041875,0.1351504,1.222013,0.8410493
282,10.0,30.0,9.5,29.9611,0.04822314,1.444818,9.549361,0.1253089,1.19662,0.828215
283,10.0,30.0,10.0,29.96111,0.04809361,1.440938,10.04898,0.1160118,1.1658,0.8090562
284,10.0,30.0,10.5,29.96138,0.0484164,1.450622,10.54385,0.1082604,1.141481,0.7868907
285,10.0,30.0,11.0,29.96064,0.04917378,1.473278,11.0426,0.1020784,1.127211,0.7651042
286,10.0,30.0,11.5,29.95987,0.05015873,1.502749,11.5445,0.09735546,1.12392,0.7479092
287,10.0,30.0,12.0,29.95847,0.05129122,1.536606,12.05256,0.09373205,1.129711,0.735199
288,10.0,30.5,8.0,30.45329,0.04908626,1.494838,8.044086,0.1568527,1.261737,0.8440624
289,10.0,30.5,8.5,30.45269,0.04938109,1.503787,8.546763,0.1490884,1.274224,0.8473431
290,10.0,30.5,9.0,30.45301,0.04925461,1.499951,9.042706,0.1400248,1.266203,0.8441627
291,10.0,30.5,9.5,30.45335,0.04897612,1.491487,9.550147,0.1301704,1.243147,0.8334951
292,10.0,30.5,10.0,30.45342,0.0487551,1.48476,10.04948,0.1205727,1.211694,0.8160875
293,10.0,30.5,10.5,30.45325,0.04891879,1.489736,10.54422,0.1120833,1.181831,0.7933154
294,10.0,30.5,11.0,30.45292,0.04956639,1.509441,11.04321,0.1055191,1.16527,0.7719877
295,10.0,30.5,11.5,30.45182,0.05048799,1.537451,11.54479,0.1005138,1.160411,0.7547628
296,10.0,30.5,12.0,30.45168,0.05158922,1.570979,12.0528,0.09663803,1.164759,0.7414227
297,10.0,31.0,8.0,30.94979,0.04959177,1.534855,8.044671,0.1608836,1.294256,0.8432429
298,10.0,31.0,8.5,30.94914,0.05007901,1.549902,8.547366,0.1537701,1.314329,0.8480077
299,10.0,31.0,9.0,30.94909,0.05001743,1.547994,9.043098,0.1448779,1.310145,0.8463502
300,10.0,31.0,9.5,30.94883,0.04974894,1.539672,9.55057,0.1350404,1.289713,0.8376547
301,10.0,31.0,10.0,30.94922,0.04946556,1.530921,10.0501,0.1252726,1.259002,0.822382
302,10.0,31.0,10.5,30.94937,0.04947457,1.531207,10.54486,0.1161842,1.225146,0.800118
303,10.0,31.0,11.0,30.94872,0.04997974,1.546809,11.0436,0.1091269,1.205154,0.7791226
304,10.0,31.0,11.5,30.94849,0.05083295,1.573203,11.54524,0.1038016,1.198415,0.7617673
305,10.0,31.0,12.0,30.94745,0.05189252,1.605941,12.05336,0.09964713,1.201082,0.7478994
306,10.0,31.5,8.0,31.44662,0.04998054,1.571719,8.045522,0.1645939,1.324244,0.842545
307,10.0,31.5,8.5,31.44617,0.05074487,1.595732,8.54827,0.1583176,1.353342,0.8481011
308,10.0,31.5,9.0,31.44545,0.05077224,1.596556,9.043972,0.1497447,1.354287,0.848255
309,10.0,31.5,9.5,31.44656,0.05052608,1.588871,9.5514,0.1401224,1.338365,0.8423371
310,10.0,31.5,10.0,31.44649,0.0502103,1.578938,10.05097,0.1300866,1.307496,0.8280862
311,10.0,31.5,10.5,31.44651,0.05008461,1.574986,10.54539,0.1204974,1.270692,0.8067958
312,10.0,31.5,11.0,31.44572,0.05043891,1.586088,11.0439,0.1129162,1.247036,0.7862335
313,10.0,31.5,11.5,31.4455,0.05121123,1.610363,11.54549,0.1071182,1.236732,0.7679838
314,10.0,31.5,12.0,31.44456,0.05220911,1.641692,12.0538,0.1027619,1.238671,0.7545084
315,10.0,32.0,8.0,31.94104,0.0502567,1.605251,8.045644,0.1681485,1.352863,0.8427734
316,10.0,32.0,8.5,31.94081,0.05136342,1.640589,8.548629,0.1626925,1.390798,0.8477429
317,10.0,32.0,9.0,31.94027,0.05151186,1.645303,9.044477,0.15461,1.398367,0.8499147
318,10.0,32.0,9.5,31.94088,0.05130236,1.638642,9.55194,0.1450565,1.385571,0.8455603
319,10.0,32.0,10.0,31.94045,0.05097337,1.628112,10.05165,0.135039,1.357365,0.8337046
320,10.0,32.0,10.5,31.94054,0.05073937,1.620643,10.54589,0.125049,1.318752,0.8137213
321,10.0,32.0,11.0,31.94105,0.05093452,1.626902,11.04447,0.1167897,1.289881,0.7928447
322,10.0,32.0,11.5,31.9405,0.0516007,1.648152,11.54611,0.1105759,1.276722,0.7746384
323,10.0,32.0,12.0,31.93971,0.05253624,1.677992,12.05427,0.1059244,1.276841,0.7609339
324,10.0,32.5,8.0,32.45753,0.05048125,1.638497,8.046171,0.1716283,1.380951,0.8428159
325,10.0,32.5,8.5,32.45654,0.05194632,1.685998,8.549165,0.1670163,1.42785,0.8468873
326,10.0,32.5,9.0,32.45607,0.05226279,1.696245,9.04514,0.1595075,1.442767,0.8505654
327,10.0,32.5,9.5,32.45585,0.05210643,1.691158,9.552667,0.1501056,1.433909,0.8478856
328,10.0,32.5,10.0,32.45665,0.05178097,1.680636,10.05246,0.1401338,1.408689,0.8381881
329,10.0,32.5,10.5,32.45698,0.05147269,1.670648,10.54668,0.1299518,1.370561,0.8203767
330,10.0,32.5,11.0,32.45663,0.05150158,1.671568,11.04499,0.121133,1.337912,0.8003935
331,10.0,32.5,11.5,32.45635,0.05203359,1.688821,11.54646,0.1142822,1.319555,0.7813472
332,10.0,32.5,12.0,32.45593,0.05289787,1.71685,12.05478,0.1092656,1.317173,0.7672034
333,10.0,33.0,8.0,32.95335,0.05066843,1.669694,8.046798,0.1748937,1.407334,0.8428693
334,10.0,33.0,8.5,32.95158,0.05242581,1.727513,8.549703,0.1709802,1.46183,0.8462046
335,10.0,33.0,9.0,32.95127,0.05295664,1.744988,9.045732,0.1642083,1.485385,0.8512288
336,10.0,33.0,9.5,32.95179,0.05287784,1.742419,9.553262,0.1551297,1.481994,0.8505383
337,10.0,33.0,10.0,32.9524,0.0525658,1.732169,10.05326,0.1451187,1.458916,0.842248
338,10.0,33.0,10.5,32.95211,0.05221011,1.720434,10.54744,0.134856,1.422385,0.8267597
339,10.0,33.0,11.0,32.95171,0.05209378,1.716579,11.04555,0.1253879,1.384979,0.8068252
340,10.0,33.0,11.5,32.95149,0.0524781,1.729232,11.54673,0.1180226,1.362775,0.7880812
341,10.0,33.0,12.0,32.95124,0.05326568,1.75517,12.05501,0.1125764,1.357109,0.7732066
342,10.0,33.5,8.0,33.44983,0.05083705,1.700491,8.047014,0.1782851,1.434662,0.8436756
343,10.0,33.5,8.5,33.44797,0.05277757,1.765302,8.550231,0.1746691,1.493461,0.8460088
344,10.0,33.5,9.0,33.4478,0.0536144,1.793284,9.046363,0.1687492,1.526567,0.8512688
345,10.0,33.5,9.5,33.44793,0.05363929,1.794123,9.553677,0.159996,1.52855,0.8519762
346,10.0,33.5,10.0,33.44808,0.05335348,1.784571,10.05376,0.1501184,1.509254,0.8457236
347,10.0,33.5,10.5,33.44828,0.05297853,1.772041,10.54776,0.1397285,1.473822,0.8317087
348,10.0,33.5,11.0,33.44831,0.05274012,1.764068,11.04597,0.1298973,1.434841,0.8133705
349,10.0,33.5,11.5,33.44822,0.05296572,1.771609,11.54727,0.1219475,1.40816,0.7948483
350,10.0,33.5,12.0,33.4479,0.05365653,1.794698,12.05568,0.1160054,1.398523,0.7792527
351,10.0,34.0,8.0,33.94825,0.05099767,1.731282,8.047493,0.181529,1.460854,0.8437989
352,10.0,34.0,8.5,33.94614,0.05303117,1.800203,8.550642,0.1781605,1.523386,0.8462302
353,10.0,34.0,9.0,33.94523,0.05422216,1.840584,9.046912,0.1730935,1.565962,0.8507963
354,10.0,34.0,9.5,33.94556,0.05438497,1.846128,9.554626,0.1648509,1.575089,0.8531849
355,10.0,34.0,10.0,33.94564,0.05414234,1.837897,10.05463,0.1551355,1.559829,0.8487034
356,10.0,34.0,10.5,33.94624,0.05376517,1.825125,10.54846,0.1447384,1.526767,0.8365272
357,10.0,34.0,11.0,33.9464,0.05343806,1.81403,11.04659,0.1345774,1.486622,0.8195135
358,10.0,34.0,11.5,33.9462,0.05349988,1.816118,11.54769,0.1260261,1.45531,0.8013304
359,10.0,34.0,12.0,33.94558,0.05407207,1.835508,12.05626,0.1196057,1.441998,0.7856124
360,10.0,34.5,8.0,34.46254,0.0511512,1.762801,8.047895,0.1846766,1.486258,0.843123
361,10.0,34.5,8.5,34.46098,0.05324332,1.834817,8.550814,0.181675,1.553469,0.8466616
362,10.0,34.5,9.0,34.45979,0.05478527,1.887889,9.047386,0.1773517,1.604569,0.8499278
363,10.0,34.5,9.5,34.45981,0.05513635,1.899988,9.555133,0.1698288,1.622737,0.8540776
364,10.0,34.5,10.0,34.45913,0.05495689,1.893767,10.05546,0.1604037,1.612933,0.8517063
365,10.0,34.5,10.5,34.4594,0.05458574,1.880992,10.54945,0.1499972,1.582388,0.841252
366,10.0,34.5,11.0,34.46037,0.05419989,1.867748,11.0473,0.1395317,1.541449,0.825298
367,10.0,34.5,11.5,34.46037,0.05410249,1.864392,11.54827,0.1304309,1.506252,0.8079054
368,10.0,34.5,12.0,34.4598,0.05452905,1.879061,12.05668,0.1234161,1.487988,0.7918785
369,10.0,35.0,8.0,34.95972,0.05130025,1.793442,8.048513,0.1879371,1.512614,0.8434139
370,10.0,35.0,8.5,34.95806,0.05342589,1.867666,8.551492,0.1849438,1.581545,0.8468032
371,10.0,35.0,9.0,34.95653,0.05522185,1.930364,9.047986,0.1811877,1.639384,0.8492615
372,10.0,35.0,9.5,34.95689,0.05583007,1.951645,9.555946,0.1744962,1.667476,0.8543949
373,10.0,35.0,10.0,34.95675,0.05573481,1.948308,10.05614,0.1653036,1.662316,0.8532105
374,10.0,35.0,10.5,34.95685,0.05538895,1.936223,10.54997,0.1550532,1.635806,0.8448439
375,10.0,35.0,11.0,34.95736,0.05496766,1.921524,11.04804,0.1445447,1.596935,0.8310775
376,10.0,35.0,11.5,34.95744,0.05474077,1.913597,11.5489,0.1348576,1.557456,0.8138891
377,10.0,35.0,12.0,34.9574,0.05500799,1.922937,12.05729,0.1273555,1.535563,0.7985511
378,15.0,25.0,8.0,24.92313,0.05698187,1.420167,8.042212,0.1530828,1.231124,0.866887
379,15.0,25.0,8.5,24.92197,0.05862803,1.461126,8.54501,0.1460347,1.247868,0.854045
380,15.0,25.0,9.0,24.9201,0.06065567,1.511545,9.041343,0.1406603,1.271758,0.8413626
381,15.0,25.0,9.5,24.91805,0.0629711,1.569117,9.54972,0.1363665,1.302262,0.8299332
382,15.0,25.0,10.0,24.91614,0.06540447,1.629627,10.05036,0.1325396,1.332071,0.8174083
383,15.0,25.0,10.5,24.91398,0.06785545,1.69055,10.54556,0.1289828,1.360196,0.8045883
384,15.0,25.0,11.0,24.91217,0.07032908,1.75205,11.04496,0.1257168,1.388537,0.7925212
385,15.0,25.0,11.5,24.91045,0.07277407,1.812835,11.54706,0.1229097,1.419245,0.782887
386,15.0,25.0,12.0,24.90844,0.07521816,1.873567,12.05591,0.1206544,1.454599,0.7763798
387,15.0,25.5,8.0,25.46447,0.05761096,1.467032,8.04298,0.1587967,1.277199,0.8706001
388,15.0,25.5,8.5,25.46328,0.05911172,1.505178,8.545571,0.1512664,1.292658,0.8588071
389,15.0,25.5,9.0,25.46113,0.06102337,1.553724,9.041915,0.1455011,1.315609,0.8467454
390,15.0,25.5,9.5,25.45947,0.0632694,1.610805,9.55003,0.1408494,1.345116,0.8350578
391,15.0,25.5,10.0,25.45686,0.06566118,1.671527,10.05093,0.1369214,1.376188,0.8233117
392,15.0,25.5,10.5,25.45543,0.06810049,1.733527,10.54607,0.133055,1.403207,0.8094524
393,15.0,25.5,11.0,25.45364,0.07058298,1.796593,11.04567,0.1298116,1.433857,0.7980974
394,15.0,25.5,11.5,25.452,0.07304367,1.859108,11.54746,0.1269721,1.466205,0.7886605
395,15.0,25.5,12.0,25.45061,0.07551128,1.921808,12.05667,0.1245802,1.502022,0.7815673
396,15.0,26.0,8.0,25.96007,0.05822092,1.511419,8.044118,0.164345,1.32201,0.8746816
397,15.0,26.0,8.5,25.95911,0.05959293,1.546979,8.546604,0.1562699,1.335577,0.863345
398,15.0,26.0,9.0,25.95793,0.06139013,1.593561,9.042806,0.1500585,1.35695,0.8515205
399,15.0,26.0,9.5,25.95622,0.06356335,1.649864,9.551251,0.1451154,1.386034,0.8400895
400,15.0,26.0,10.0,25.95433,0.0659072,1.710577,10.05191,0.1409166,1.41648,0.8280717
401,15.0,26.0,10.5,25.9522,0.0683351,1.773446,10.54701,0.1369844,1.444775,0.8146713
402,15.0,26.0,11.0,25.95055,0.07081439,1.837673,11.04634,0.1336184,1.475994,0.8031865
403,15.0,26.0,11.5,25.94848,0.07328926,1.901745,11.54813,0.1306597,1.508876,0.7934164
404,15.0,26.0,12.0,25.9471,0.07576853,1.965973,12.0574,0.1282858,1.546794,0.7867826
405,15.0,26.5,8.0,26.4564,0.0588575,1.557158,8.045215,0.1699324,1.367143,0.8779733
406,15.0,26.5,8.5,26.4556,0.06011528,1.590386,8.547423,0.1614146,1.379679,0.8675122
407,15.0,26.5,9.0,26.45402,0.06178362,1.634425,9.043489,0.1546004,1.398127,0.8554247
408,15.0,26.5,9.5,26.45215,0.06387354,1.689593,9.551596,0.1493838,1.426854,0.8444957
409,15.0,26.5,10.0,26.45008,0.06616212,1.749994,10.05234,0.1450351,1.457942,0.8331128
410,15.0,26.5,10.5,26.44885,0.06856582,1.813487,10.54727,0.1409607,1.486751,0.8198304
411,15.0,26.5,11.0,26.44667,0.07103158,1.878549,11.04669,0.1374356,1.518209,0.8081822
412,15.0,26.5,11.5,26.44502,0.0735244,1.944354,11.54852,0.1344098,1.552234,0.7983286
413,15.0,26.5,12.0,26.44257,0.07600996,2.009898,12.05785,0.1318738,1.590114,0.7911417
414,15.0,27.0,8.0,26.9402,0.0595071,1.603133,8.045959,0.1756314,1.413123,0.8814754
415,15.0,27.0,8.5,26.93971,0.06067613,1.634598,8.548099,0.166673,1.424737,0.8716135
416,15.0,27.0,9.0,26.93903,0.06220754,1.675811,9.044169,0.1594263,1.441878,0.8604065
417,15.0,27.0,9.5,26.93677,0.06420299,1.729421,9.552291,0.1537094,1.468277,0.8489987
418,15.0,27.0,10.0,26.93479,0.06643172,1.789324,10.05292,0.1491812,1.499707,0.8381416
419,15.0,27.0,10.5,26.93258,0.06880126,1.852995,10.54776,0.1449362,1.528753,0.8250172
420,15.0,27.0,11.0,26.93004,0.07125556,1.918915,11.04718,0.1413227,1.561217,0.8135935
421,15.0,27.0,11.5,26.92833,0.07374963,1.985954,11.54899,0.138173,1.595758,0.803522
422,15.0,27.0,12.0,26.92652,0.07625832,2.053371,12.0584,0.1356441,1.635652,0.7965689
423,15.0,27.5,8.0,27.45377,0.06019135,1.65248,8.046884,0.1815902,1.461236,0.8842683
424,15.0,27.5,8.5,27.45289,0.06129652,1.682766,8.549007,0.1723667,1.473564,0.8756797
425,15.0,27.5,9.0,27.45163,0.06269088,1.720967,9.044857,0.1645374,1.488218,0.8647566
426,15.0,27.5,9.5,27.45006,0.0645711,1.77248,9.552848,0.1584268,1.513427,0.8538472
