,U_in,I_in,P_in,U_out,I_out,P_out,n
723,32.95018,0.06948417,2.289516,9.02528,0.2263192,2.042594,0.8921512
724,32.94925,0.07044689,2.321172,9.521724,0.2169075,2.065334,0.8897805
725,32.94842,0.07145294,2.354262,10.03215,0.2071122,2.077781,0.8825616
726,32.94746,0.07271107,2.395645,10.51708,0.1988075,2.090875,0.8727817
727,32.94572,0.07446732,2.45338,11.02612,0.1919192,2.116124,0.8625344
728,32.94442,0.07647409,2.519395,11.51535,0.1867468,2.150455,0.8535603
729,33.21404,0.07897866,2.6232,12.03499,0.1846699,2.222501,0.847248
730,33.44709,0.06815186,2.279481,8.371557,0.244156,2.043966,0.8966804
731,33.44663,0.06894859,2.306098,8.525371,0.2408092,2.052988,0.890243
732,33.44572,0.07012109,2.34525,9.010231,0.2324115,2.094081,0.8929032
733,33.44495,0.07114425,2.379416,9.526046,0.2227009,2.121459,0.8915881
734,33.44405,0.07209986,2.411312,10.0332,0.212728,2.134343,0.8851376
735,33.44347,0.07324164,2.449455,10.51999,0.2039743,2.145808,0.8760347
736,33.44196,0.07487709,2.504037,11.0277,0.1966476,2.168571,0.86603
737,33.44027,0.07680071,2.568237,11.51564,0.1911214,2.200885,0.8569635
738,33.71124,0.07926337,2.672066,12.03742,0.1888586,2.273369,0.8507909
739,33.9441,0.06851875,2.325807,8.38451,0.2487092,2.085304,0.8965939
740,33.9429,0.06951878,2.359669,8.525251,0.2462318,2.099188,0.8896111
741,33.94234,0.07078135,2.402485,9.010571,0.2382339,2.146623,0.8935014
742,33.94178,0.0718336,2.438161,9.527048,0.2285466,2.177375,0.8930398
743,33.94091,0.07277422,2.470023,10.0365,0.2185247,2.193223,0.8879362
744,33.94017,0.07380782,2.50505,10.52094,0.2093586,2.202649,0.8792834
745,33.93892,0.07531237,2.55602,11.02856,0.2014696,2.22192,0.869289
746,33.93743,0.07715434,2.61842,11.51793,0.1956407,2.253376,0.8605863
747,34.21726,0.07956206,2.722396,12.03872,0.1932295,2.326236,0.8544813
748,34.45854,0.06877919,2.37003,8.380022,0.2534593,2.123995,0.8961889
749,34.45784,0.07007411,2.414603,8.526298,0.2517203,2.146243,0.8888596
750,34.45657,0.07145924,2.46224,9.012423,0.2440905,2.199847,0.893433
751,34.4559,0.07254897,2.49974,9.527855,0.2346288,2.235509,0.8942965
752,34.4548,0.07348728,2.53199,10.03818,0.2245975,2.25455,0.8904263
753,34.45353,0.07442837,2.56432,10.51869,0.2151526,2.263124,0.8825436
754,34.45271,0.07578776,2.611093,11.02612,0.2066916,2.279006,0.8728167
755,34.45125,0.07753005,2.671007,11.51651,0.2004259,2.308206,0.8641706
756,34.71981,0.07985823,2.772663,12.03609,0.1976531,2.378971,0.8580093
757,34.95683,0.06855624,2.396509,8.212577,0.2597743,2.133416,0.8902183
758,34.94312,0.08561393,2.991618,8.562469,0.3191234,2.732484,0.9133801
759,34.94159,0.08771583,3.064931,9.040486,0.3102591,2.804893,0.915157
760,34.99554,0.0899047,3.146263,9.537321,0.3015307,2.875796,0.9140352
761,34.99559,0.09216325,3.225308,10.04751,0.2920915,2.934791,0.909926
762,34.99512,0.09463017,3.311594,10.52962,0.2846649,2.997415,0.9051274
763,34.99477,0.09761592,3.416046,11.0373,0.2784343,3.073162,0.8996253
764,34.99397,0.1007455,3.525486,11.52702,0.2736052,3.153853,0.8945865
765,30.13016,0.1020939,3.076106,12.03937,0.2234983,2.690778,0.8747352
766,24.94731,0.07221325,1.801526,8.038698,0.199088,1.600409,0.8883626
767,24.90045,0.07513926,1.871002,8.513009,0.1936138,1.648236,0.8809379
768,24.8982,0.07853381,1.955351,9.018374,0.1892367,1.706608,0.8727887
769,24.8951,0.08199265,2.041215,9.512763,0.1857653,1.767141,0.8657299
770,24.89249,0.08569612,2.13319,10.02806,0.1824128,1.829246,0.8575166
771,24.88961,0.08924375,2.221242,10.51258,0.1791974,1.883827,0.8480961
772,24.94441,0.09303936,2.320812,11.02097,0.1766919,1.947316,0.8390666
773,24.94364,0.09663306,2.410381,11.51133,0.1741266,2.004428,0.8315817
774,25.23856,0.1005156,2.53687,12.03182,0.1746064,2.100834,0.8281205
775,25.48925,0.07369509,1.878433,8.196631,0.2048968,1.679464,0.8940771
776,25.44225,0.07548318,1.920462,8.514431,0.1994602,1.69829,0.8843134
777,25.43972,0.07882491,2.005284,9.021152,0.1949248,1.758446,0.8769066
778,25.43643,0.08227018,2.09266,9.519327,0.1911675,1.819786,0.8696043
779,25.43412,0.08592345,2.185387,10.03161,0.1876491,1.882423,0.8613682
780,25.43112,0.08945136,2.274848,10.51641,0.1843984,1.93921,0.852457
781,25.48603,0.09322795,2.37601,11.02192,0.1818835,2.004705,0.8437273
782,25.48562,0.09685258,2.468349,11.515,0.1792088,2.06359,0.8360206
783,25.75852,0.1007545,2.595288,12.03753,0.1794464,2.160092,0.8323129
784,25.98566,0.07516383,1.953182,8.359694,0.2097847,1.753736,0.8978868
785,25.9381,0.07583695,1.967067,8.519585,0.2048573,1.7453,0.88726
786,25.93582,0.07898945,2.048656,9.005746,0.2002199,1.803129,0.8801523
787,25.93253,0.08251617,2.139853,9.52271,0.1961272,1.867662,0.8727993
788,25.93074,0.08598909,2.229761,10.01345,0.1926758,1.929349,0.8652715
789,25.98358,0.08969089,2.33049,10.51793,0.1897691,1.995979,0.8564631
790,25.98305,0.09342889,2.427568,11.0269,0.1865849,2.057454,0.8475372
791,25.98154,0.09703084,2.521011,11.51706,0.18389,2.117873,0.8400889
792,26.25496,0.100922,2.649701,12.03662,0.1840796,2.215697,0.8362064
793,26.48181,0.07580366,2.007418,8.39224,0.2154731,1.808302,0.9008096
794,26.43506,0.07618967,2.014079,8.520301,0.2103979,1.792654,0.8900614
795,26.43215,0.07927122,2.095309,9.005453,0.2055011,1.850631,0.8832256
796,26.42951,0.08275045,2.187054,9.522038,0.2012029,1.915861,0.8760008
797,26.42739,0.08632285,2.281287,10.03181,0.1974674,1.980956,0.86835
798,26.47928,0.08986469,2.379552,10.5161,0.19456,2.046013,0.8598309
799,26.47882,0.09359781,2.47836,11.02623,0.1913538,2.10991,0.8513334
800,26.47895,0.09720066,2.573771,11.51654,0.188607,2.1721,0.8439367
801,26.7499,0.1011225,2.705017,12.03779,0.1887081,2.271629,0.8397835
802,26.98408,0.07610927,2.053738,8.369656,0.2216409,1.855058,0.9032594
803,26.93676,0.07656004,2.062279,8.520506,0.216007,1.840489,0.892454
804,26.93485,0.07957072,2.143225,9.005804,0.210836,1.898747,0.8859299
805,26.93143,0.08299942,2.235293,9.522508,0.2063615,1.965079,0.8791146
806,26.92854,0.086539,2.330369,10.03304,0.202463,2.03132,0.871673
807,26.98243,0.09005971,2.43003,10.51774,0.199514,2.098436,0.8635434
808,26.98195,0.09375428,2.529674,11.0246,0.196173,2.162728,0.8549435
809,26.98116,0.0973521,2.626673,11.51477,0.1933619,2.226518,0.8476574
810,27.25677,0.1012581,2.759968,12.03304,0.1934344,2.327605,0.8433449
811,27.49895,0.0756368,2.079932,8.219374,0.2289847,1.88211,0.9048901
812,27.45185,0.076957,2.112612,8.517127,0.2220754,1.891444,0.8953106
813,27.44845,0.07999715,2.195798,9.022137,0.2162433,1.950977,0.8885046
814,27.44667,0.08325268,2.285009,9.519737,0.2117653,2.01595,0.8822504
815,27.44321,0.0867494,2.380682,10.03049,0.2076416,2.082747,0.8748528
816,27.49606,0.09023765,2.481179,10.51457,0.2045967,2.151246,0.8670256
817,27.4953,0.09390975,2.582077,11.02279,0.2012031,2.217819,0.8589281
818,27.49537,0.09750724,2.680998,11.51243,0.1982993,2.282907,0.8515142
819,27.76036,0.101433,2.815817,12.03403,0.1982278,2.385478,0.847171
820,27.9937,0.07627352,2.135178,8.236207,0.2351845,1.937028,0.9071975
821,27.94511,0.07737711,2.162312,8.515091,0.2280094,1.941521,0.8978913
822,27.94379,0.08032335,2.244539,9.020518,0.2218014,2.000763,0.8913916
823,27.94055,0.08351772,2.333531,9.518556,0.2169668,2.06521,0.885015
824,27.93823,0.08697499,2.429927,10.02953,0.2127199,2.13348,0.8780017
825,27.99117,0.09042395,2.531072,10.51335,0.2095516,2.20309,0.8704176
826,27.99127,0.09406841,2.633095,11.01867,0.2060852,2.270786,0.8624018
827,27.98982,0.09780239,2.737472,11.531,0.2029587,2.340317,0.854919
828,28.254,0.1015834,2.870137,12.03222,0.2029349,2.441757,0.8507459
829,28.48988,0.07691327,2.19125,8.253321,0.2414275,1.992579,0.9093343
830,28.442,0.07783323,2.213733,8.512767,0.234123,1.993035,0.900305
831,28.43854,0.08067028,2.294145,9.01956,0.227352,2.050615,0.8938471
832,28.43694,0.08379169,2.38278,9.516814,0.2222946,2.115536,0.8878438
833,28.43453,0.0872043,2.479613,10.02785,0.2178819,2.184887,0.8811404
834,28.48814,0.09076108,2.585615,10.53189,0.2143966,2.258002,0.8732941
835,28.48672,0.09425226,2.684937,11.02158,0.2109187,2.324657,0.8658143
836,28.48766,0.09793935,2.790063,11.5276,0.2078406,2.395903,0.8587274
837,28.746,0.1017085,2.923712,12.02822,0.2076524,2.497689,0.8542869
838,28.98631,0.07767947,2.251642,8.290861,0.2476647,2.053353,0.9119361
839,28.93913,0.07833003,2.266803,8.512886,0.2403433,2.046015,0.9025992
840,28.93658,0.08103929,2.345,9.017498,0.2331191,2.102151,0.8964396
841,28.93371,0.08421161,2.436555,9.534995,0.2275083,2.169291,0.8903108
842,28.93065,0.08743637,2.529591,10.02495,0.2230299,2.235863,0.8838832
843,28.98393,0.09094653,2.635988,10.52837,0.2194326,2.310268,0.8764333
844,28.98322,0.09441967,2.736586,11.01773,0.2158705,2.378403,0.8691132
845,28.98285,0.09811357,2.84361,11.52826,0.2126135,2.451065,0.8619551
846,29.24219,0.1018535,2.97842,12.02551,0.2124461,2.554773,0.8577613
847,29.48263,0.07840876,2.311696,8.321261,0.2538846,2.11264,0.9138919
848,29.43376,0.0789353,2.323363,8.530646,0.2463166,2.10124,0.9043959
849,29.43095,0.08143156,2.396608,9.014235,0.2389875,2.15429,0.8988912
850,29.4283,0.0845049,2.486836,9.531481,0.2329694,2.220543,0.892919
851,29.42599,0.08768234,2.580139,10.0218,0.2282593,2.287569,0.8866068
852,29.4796,0.0911552,2.687219,10.5249,0.2245059,2.362902,0.8793115
853,29.47862,0.09471806,2.792158,11.03337,0.2207064,2.435134,0.8721334
854,29.47909,0.09824426,2.896151,11.52219,0.2175073,2.506159,0.8653412
855,29.75834,0.1021492,3.039792,12.04245,0.2172676,2.616434,0.8607282
856,29.99754,0.07933703,2.379916,8.380283,0.260144,2.18008,0.9160325
857,29.94891,0.07948287,2.380425,8.525764,0.2531144,2.157994,0.9065581
858,29.94667,0.08197168,2.454779,9.030028,0.244936,2.211779,0.9010096
859,29.9446,0.08483405,2.540322,9.527358,0.2387123,2.274297,0.8952792
860,29.94143,0.08806843,2.636894,10.037,0.2336215,2.344859,0.8892504
861,29.9962,0.09136033,2.740463,10.51976,0.2298513,2.417982,0.8823262
862,29.99546,0.09491102,2.8469,11.02821,0.2258936,2.491202,0.8750579
863,29.99476,0.09841282,2.951869,11.51976,0.2225863,2.56414,0.8686498
864,30.26097,0.1023059,3.095877,12.04076,0.2221917,2.675356,0.8641676
865,30.48991,0.07888465,2.405186,8.204881,0.2680592,2.199394,0.9144381
866,30.44062,0.08004109,2.4365,8.524291,0.2595859,2.212785,0.9081819
867,30.43875,0.08243699,2.509279,9.029946,0.2509742,2.266284,0.9031615
868,30.43672,0.08519313,2.592999,9.527001,0.2443389,2.327817,0.8977314
869,30.43423,0.08835878,2.689132,10.03669,0.2388737,2.3975,0.8915518
870,30.4885,0.09161045,2.793065,10.51913,0.2349733,2.471714,0.8849467
871,30.48808,0.09511692,2.899932,11.02843,0.2308533,2.54595,0.8779342
872,30.48746,0.09858094,3.005482,11.51695,0.2274943,2.62004,0.8717537
873,30.75339,0.102473,3.151391,12.03938,0.2269936,2.732863,0.8671924
874,30.9864,0.07960432,2.466651,8.22956,0.2744063,2.258244,0.9155098
875,30.9361,0.08063025,2.494385,8.525744,0.2661484,2.269113,0.9096883
876,30.93488,0.08293591,2.565613,9.029309,0.2572168,2.32249,0.9052381
877,30.93206,0.08557916,2.64714,9.527215,0.2500708,2.382478,0.9000199
878,30.92987,0.08866578,2.742421,10.03756,0.2442649,2.451824,0.8940365
879,30.98473,0.09188632,2.847072,10.52225,0.2401596,2.52702,0.8875852
880,30.98437,0.0953542,2.954489,11.0305,0.2358823,2.601899,0.8806596
881,30.98395,0.09880372,3.06133,11.52144,0.2324063,2.677656,0.8746709
882,31.25232,0.1026578,3.208295,12.04314,0.2318581,2.7923,0.8703375
883,31.48363,0.08104987,2.551744,8.388962,0.2795235,2.344912,0.9189448
884,31.43298,0.08123121,2.553339,8.528281,0.2727087,2.325736,0.9108608
885,31.43079,0.08348219,2.623912,9.032822,0.263511,2.380248,0.9071373
886,31.42896,0.08601522,2.703369,9.530859,0.2558321,2.438299,0.9019484
887,31.42679,0.08901026,2.797307,10.04016,0.2496698,2.506723,0.8961203
888,31.48232,0.09218192,2.902101,10.52449,0.245391,2.582614,0.8899118
889,31.48187,0.09559781,3.009598,11.03192,0.2409847,2.658525,0.8833488
890,31.48042,0.09902437,3.117329,11.52253,0.2373225,2.734556,0.8772114
891,31.74663,0.1028576,3.265382,12.04386,0.2367048,2.85084,0.8730493
892,31.97896,0.08169509,2.612524,8.405808,0.2858556,2.402848,0.9197417
893,31.92819,0.08183991,2.613,8.530174,0.2792861,2.382359,0.9117333
894,31.92649,0.08404087,2.683131,9.0329,0.2699794,2.438697,0.9088999
895,31.92454,0.08645815,2.760137,9.529676,0.2618927,2.495753,0.9042133
896,31.97752,0.08939544,2.858644,10.03344,0.255974,2.568299,0.8984325
897,31.97734,0.0925405,2.959199,10.53505,0.2505771,2.639842,0.89208
898,31.97644,0.09580356,3.063457,11.0253,0.2461541,2.713923,0.8859022
899,31.97628,0.09933689,3.176425,11.53574,0.242248,2.794509,0.8797656
900,32.24784,0.1029708,3.320585,12.03287,0.2417282,2.908683,0.8759547
901,32.49486,0.08165823,2.653473,8.291099,0.2937023,2.435115,0.9177087
902,32.49479,0.0825251,2.681635,8.521945,0.2870898,2.446563,0.91234
903,32.49355,0.08470729,2.752441,9.02697,0.2776575,2.506406,0.9106122
904,32.493,0.08710705,2.830369,9.542976,0.2687267,2.564453,0.9060489
905,32.49301,0.08977479,2.917053,10.03316,0.2618514,2.627198,0.9006342
906,32.49304,0.0928464,3.016862,10.53634,0.2561401,2.69878,0.8945653
907,32.49207,0.09605883,3.12115,11.0261,0.2515219,2.773306,0.8885524
908,32.49109,0.09954401,3.234294,11.53643,0.2474641,2.854852,0.8826818
909,32.75434,0.1032048,3.380405,12.03779,0.2467364,2.970162,0.8786408
910,32.9903,0.08210959,2.70882,8.272545,0.3003681,2.484809,0.917303
911,32.99019,0.0831166,2.742033,8.524412,0.2937045,2.503658,0.9130665
912,32.98976,0.08528415,2.813504,9.02458,0.2842559,2.56529,0.9117778
913,32.9895,0.0875917,2.889606,9.539474,0.2750566,2.623895,0.9080459
914,32.98905,0.09014305,2.973734,10.02881,0.2677383,2.685097,0.9029377
915,32.98887,0.09315199,3.072979,10.53407,0.2616056,2.755773,0.8967757
916,32.98799,0.09629101,3.176447,11.02269,0.2568071,2.830705,0.8911546
917,32.98749,0.09974347,3.290287,11.53306,0.2525792,2.913011,0.8853366
918,33.24421,0.1033618,3.436181,12.03394,0.2516813,3.028718,0.88142
919,33.48668,0.08289978,2.776038,8.324729,0.3062883,2.549767,0.9184912
920,33.48616,0.08380004,2.806141,8.542195,0.3000126,2.562766,0.9132705
921,33.48582,0.08589425,2.876239,9.026234,0.2909366,2.626062,0.9130192
922,33.48558,0.08815316,2.95186,9.542256,0.281443,2.685601,0.9097996
923,33.48549,0.09059077,3.033477,10.03251,0.2736503,2.7454,0.9050343
924,33.48533,0.09350263,3.130966,10.53572,0.2671275,2.814382,0.898886
925,33.48454,0.0965924,3.234352,11.02378,0.2621007,2.889341,0.8933291
926,33.48414,0.09998994,3.348077,11.53312,0.2576979,2.97206,0.8876916
927,33.73965,0.1035804,3.494768,12.03373,0.2566913,3.088954,0.8838795
928,33.98433,0.08357406,2.840208,8.349025,0.3124335,2.608515,0.9184239
929,33.9836,0.08439999,2.868216,8.538352,0.306742,2.619071,0.9131359
930,33.98389,0.08650529,2.939786,9.02363,0.2976627,2.685998,0.9136713
931,33.98328,0.08871322,3.014766,9.539953,0.2879859,2.747372,0.9113051
932,33.98328,0.09105708,3.094419,10.02978,0.2797557,2.805887,0.9067574
933,33.98217,0.09386069,3.18959,10.53261,0.2728214,2.873521,0.9009059
934,33.98222,0.0969915,3.295986,11.0392,0.2672666,2.95041,0.8951525
935,33.98155,0.1002329,3.406068,11.52935,0.2629063,3.031138,0.8899229
936,34.26365,0.1039495,3.561688,12.05056,0.2618622,3.155586,0.8859806
937,34.49836,0.08430164,2.908268,8.387985,0.3184759,2.671371,0.9185436
938,34.49821,0.0850044,2.9325,8.535892,0.3136619,2.677384,0.913004
939,34.49763,0.08720031,3.008204,9.038113,0.3043687,2.750918,0.9144721
940,34.4976,0.08930599,3.080842,9.535971,0.2949073,2.812227,0.9128111
941,34.49715,0.09162994,3.160972,10.04621,0.2858618,2.871827,0.9085266
942,34.49643,0.09422188,3.250318,10.52854,0.2788641,2.936031,0.9033058
943,34.49633,0.09728789,3.356075,11.03674,0.272932,3.01228,0.8975604
944,34.49498,0.1004721,3.465783,11.52827,0.2683188,3.093252,0.8925117
945,34.76513,0.1041448,3.620608,12.04855,0.2670276,3.217295,0.8886064
946,34.99424,0.09461477,3.310972,8.249842,0.3732403,3.079174,0.9299909
947,34.99336,0.09926701,3.473686,8.542443,0.376038,3.212283,0.9247477
948,34.99292,0.1025316,3.587879,9.043928,0.3667347,3.316723,0.9244244
949,34.99229,0.1059422,3.70716,9.539413,0.3584969,3.41985,0.9224988
950,34.99205,0.1098373,3.843433,10.05067,0.3516459,3.534276,0.9195622
951,34.99107,0.1138395,3.983365,10.53646,0.3464314,3.650161,0.916351
952,34.99049,0.1181828,4.135275,11.04201,0.3418073,3.77424,0.9126939
953,34.98992,0.1226738,4.292347,11.55052,0.3378849,3.902745,0.9092333
954,30.25872,0.1254127,3.794827,12.04332,0.2815549,3.390854,0.8935465
955,24.94479,0.08706053,2.171707,8.046318,0.2435252,1.959481,0.9022769
956,24.94362,0.09130463,2.277468,8.530712,0.2394903,2.043023,0.8970589
957,24.94297,0.09567919,2.386523,9.016529,0.236115,2.128938,0.8920667
958,24.9424,0.1004269,2.504888,9.53431,0.2328195,2.219774,0.8861767
959,24.9415,0.104998,2.618808,10.025,0.2299578,2.305327,0.8802961
960,24.94073,0.1097374,2.73693,10.53094,0.2269887,2.390405,0.8733891
961,24.94005,0.1143492,2.851873,11.01937,0.2242647,2.471256,0.8665376
962,24.93876,0.1191905,2.972462,11.53022,0.2217273,2.556565,0.8600833
963,25.22342,0.1240298,3.128455,12.0323,0.2227989,2.680783,0.8569032
964,25.4863,0.08951321,2.28136,8.28727,0.2496307,2.068757,0.9068086
965,25.48582,0.09141015,2.329662,8.513106,0.2462525,2.096374,0.8998618
966,25.48492,0.09592974,2.444762,9.018408,0.2424811,2.186793,0.894481
967,25.48416,0.1004809,2.560671,9.517534,0.2393188,2.277725,0.8895031
968,25.48346,0.105211,2.681139,10.02972,0.2361671,2.368691,0.8834645
969,25.48263,0.1099138,2.800892,10.53318,0.2331593,2.45591,0.8768312
970,25.48184,0.1145168,2.9181,11.02204,0.2303997,2.539475,0.8702495
971,25.48142,0.1193535,3.041296,11.53117,0.2278439,2.627306,0.863877
972,25.73944,0.1241604,3.19582,12.03121,0.2285226,2.749405,0.8603127
973,25.98298,0.08996367,2.337524,8.306968,0.2557674,2.124652,0.9089323
974,25.98251,0.09183326,2.386059,8.533113,0.2521367,2.151511,0.9017006
975,25.98169,0.09613091,2.497643,9.017916,0.2484193,2.240224,0.896935
976,25.98129,0.1008208,2.619454,9.534541,0.2449597,2.335578,0.8916278
977,25.98001,0.1053455,2.736879,10.02537,0.2419229,2.425366,0.8861794
978,25.97944,0.1100306,2.858533,10.52869,0.2388863,2.515158,0.8798774
979,25.97873,0.1146201,2.977686,11.01747,0.2360861,2.601071,0.8735211
980,25.97818,0.1194418,3.102879,11.528,0.2334577,2.6913,0.8673556
981,26.2331,0.1242696,3.259977,12.02847,0.2340842,2.815675,0.8637098
982,26.47982,0.09084346,2.405518,8.373628,0.2617444,2.191751,0.9111344
983,26.47927,0.09203508,2.437022,8.528559,0.2583183,2.203083,0.9040062
984,26.47838,0.09631669,2.55031,9.014768,0.2543906,2.293272,0.8992131
985,26.47774,0.1009737,2.673555,9.531742,0.2508978,2.391493,0.8944992
986,26.47654,0.1054702,2.792486,10.02149,0.247765,2.482974,0.8891626
987,26.47612,0.1101384,2.916038,10.52531,0.2446384,2.574896,0.8830118
988,26.47539,0.1149203,3.04256,11.03355,0.2416585,2.666351,0.8763511
989,26.47437,0.1195488,3.164979,11.52519,0.2390931,2.755593,0.8706513
990,26.74552,0.1245748,3.331816,12.04567,0.239769,2.888178,0.8668479
991,26.98174,0.09124538,2.461959,8.385279,0.2680721,2.247859,0.9130369
992,26.9814,0.09230017,2.490388,8.528405,0.2644905,2.255682,0.9057553
993,26.98122,0.09654326,2.604855,9.01343,0.2604344,2.347407,0.9011664
994,26.98029,0.1011245,2.728368,9.525867,0.2567732,2.445988,0.8965022
995,26.97959,0.1058088,2.854677,10.03851,0.2534181,2.54394,0.891148
996,26.9789,0.1103014,2.975809,10.52353,0.2503866,2.634951,0.8854572
997,26.97791,0.1150457,3.103692,11.03243,0.2473559,2.728936,0.879255
998,26.977,0.1196488,3.227765,11.52153,0.2447723,2.820151,0.8737162
999,27.25477,0.1246869,3.398313,12.0441,0.2454387,2.956088,0.8698692
1000,27.49695,0.09008956,2.477188,8.215574,0.2756751,2.264829,0.9142742
1001,27.4963,0.09259698,2.546074,8.527492,0.2709871,2.31084,0.9076092
1002,27.49559,0.09693655,2.665327,9.032316,0.2665472,2.407539,0.9032806
1003,27.49443,0.1013753,2.787256,9.529977,0.2628847,2.505285,0.8988357
1004,27.49339,0.106014,2.914684,10.04106,0.2594692,2.605346,0.8938693
1005,27.4924,0.1104555,3.036687,10.52353,0.256312,2.697305,0.8882396
1006,27.49214,0.1151912,3.166852,11.03151,0.2532687,2.793936,0.8822437
1007,27.49077,0.1198013,3.293431,11.52179,0.2506221,2.887614,0.8767799
1008,27.75814,0.1248211,3.464801,12.04448,0.2511261,3.024684,0.8729748
1009,27.99116,0.0923763,2.585719,8.438036,0.2810016,2.371102,0.9169989
1010,27.99107,0.09287038,2.599542,8.527641,0.2773023,2.364734,0.9096735
1011,27.98986,0.09717879,2.720021,9.032483,0.2726437,2.46265,0.905379
1012,27.98937,0.1016048,2.843855,9.532208,0.2687976,2.562235,0.9009723
1013,27.98811,0.1062103,2.972624,10.04215,0.2652702,2.663883,0.8961386
1014,27.98723,0.110666,3.097235,10.52732,0.2620406,2.758585,0.8906603
1015,27.98696,0.1153774,3.229063,11.03554,0.2589362,2.857501,0.884932
1016,27.98602,0.1199776,3.357697,11.52562,0.2562509,2.953451,0.8796061
1017,28.2532,0.124992,3.531422,12.0479,0.256761,3.093431,0.875973
1018,28.4877,0.09076737,2.585754,8.210787,0.2890475,2.373307,0.9178396
1019,28.48714,0.09320176,2.655051,8.529833,0.2836536,2.419518,0.9112886
1020,28.48653,0.09747916,2.776843,9.037039,0.2787607,2.519171,0.907207
1021,28.48504,0.1018281,2.900576,9.533228,0.2747478,2.619233,0.9030044
1022,28.48492,0.1064278,3.031586,10.04494,0.2711523,2.723708,0.8984433
1023,28.4841,0.1108717,3.158081,10.53039,0.2678139,2.820184,0.8930055
1024,28.48285,0.1155777,3.291983,11.03933,0.2646495,2.921553,0.8874751
1025,28.48315,0.1201756,3.422979,11.53097,0.2619463,3.020494,0.8824168
1026,28.75596,0.1251723,3.59945,12.0523,0.2624533,3.163167,0.878792
1027,28.98412,0.09244905,2.679554,8.359342,0.29501,2.466089,0.9203358
1028,28.98304,0.0935875,2.71245,8.535188,0.2900603,2.475719,0.9127244
1029,28.98265,0.09763022,2.829583,9.021585,0.2851202,2.572236,0.9090514
1030,28.98206,0.1021205,2.959662,9.538428,0.2807562,2.677973,0.904824
1031,28.98197,0.1065073,3.08679,10.0305,0.2771425,2.779878,0.9005724
1032,28.98174,0.1110978,3.219806,10.53481,0.2736094,2.882423,0.8952163
1033,28.9803,0.1156077,3.350344,11.02312,0.270508,2.981841,0.8900102
1034,28.9793,0.120368,3.488182,11.53372,0.2676055,3.086487,0.8848413
1035,29.23464,0.1251576,3.658938,12.0358,0.2679621,3.225137,0.8814406
1036,29.4806,0.09279376,2.735616,8.347615,0.3019559,2.520612,0.9214056
1037,29.47898,0.09396914,2.770114,8.539557,0.2965866,2.532718,0.9143009
1038,29.47796,0.0979324,2.886847,9.023787,0.291301,2.628638,0.9105566
1039,29.47769,0.1023921,3.018283,9.541836,0.2867901,2.736504,0.9066427
1040,29.47748,0.1067368,3.146333,10.03235,0.283046,2.839617,0.9025161
1041,29.47607,0.1112945,3.280524,10.53571,0.2794333,2.944028,0.8974262
1042,29.47653,0.1157849,3.412937,11.02451,0.2762672,3.045712,0.8924019
1043,29.4758,0.1205363,3.552904,11.53535,0.2732818,3.152402,0.8872749
1044,29.74395,0.1253199,3.727508,12.03711,0.2737608,3.295287,0.8840456
1045,29.99599,0.09312605,2.793408,8.335181,0.3093196,2.578235,0.9229712
1046,29.99587,0.09436374,2.830522,8.540546,0.303536,2.592363,0.9158604
1047,29.99521,0.09826265,2.947409,9.026229,0.2978725,2.688665,0.912213
1048,29.99433,0.1026471,3.07883,9.542311,0.2931631,2.797453,0.9086091
1049,29.99357,0.1069733,3.208511,10.03463,0.2892285,2.9023,0.9045628
1050,29.99336,0.111509,3.34453,10.53916,0.285502,3.008951,0.8996633
1051,29.99096,0.1159927,3.478732,11.02812,0.2822373,3.112546,0.8947359
1052,29.99069,0.1207091,3.620148,11.53696,0.279236,3.221535,0.8898904
1053,30.24323,0.1254714,3.79466,12.03673,0.2795142,3.364438,0.8866243
1054,30.48818,0.09354924,2.852146,8.33076,0.3164125,2.635957,0.9242011
1055,30.48746,0.09477215,2.889362,8.542476,0.3101966,2.649847,0.9171044
1056,30.48659,0.09858246,3.005443,9.026938,0.304236,2.746319,0.9137818
1057,30.48649,0.1029106,3.137383,9.543432,0.2992368,2.855747,0.9102319
1058,30.48607,0.1071927,3.267884,10.03388,0.2951631,2.961632,0.9062844
1059,30.48541,0.1117131,3.405618,10.53828,0.2913549,3.070379,0.901563
1060,30.48469,0.116167,3.541315,11.02638,0.2880361,3.175996,0.8968409
1061,30.4844,0.1208642,3.684472,11.53613,0.284948,3.287198,0.892176
1062,30.74026,0.125629,3.861869,12.03826,0.2851976,3.433284,0.8890215
1063,30.98468,0.09425126,2.920345,8.358664,0.3234111,2.703285,0.9256731
1064,30.98501,0.09518157,2.949202,8.541156,0.3170963,2.708369,0.9183396
1065,30.98329,0.09889615,3.064128,9.025667,0.3106874,2.804161,0.915158
1066,30.98274,0.1031722,3.196557,9.542406,0.3053845,2.914103,0.9116381
1067,30.98236,0.1074166,3.328019,10.03257,0.3012143,3.021952,0.9080334
1068,30.98189,0.1119052,3.467033,10.53647,0.297255,3.13202,0.9033718
1069,30.98094,0.1163406,3.604342,11.02537,0.2938812,3.240149,0.8989573
1070,30.97983,0.1210474,3.750029,11.53807,0.2906931,3.354038,0.8944033
1071,31.23979,0.1258091,3.930252,12.04152,0.2909429,3.503395,0.891392
1072,31.4812,0.09403545,2.960349,8.27282,0.3312842,2.740655,0.9257877
