,U_in,I_in,P_in,U_out,I_out,P_out,n
1633,30.97426,0.1502495,4.653868,9.552377,0.4501912,4.300396,0.9240476
1634,30.97305,0.1575922,4.881111,10.06273,0.4474618,4.502689,0.9224721
1635,30.9722,0.1649066,5.10752,10.56943,0.4448593,4.70191,0.9205858
1636,30.97082,0.1719159,5.324375,11.0554,0.4423922,4.890821,0.9185719
1637,30.96955,0.1793153,5.553314,11.56536,0.4400079,5.088852,0.9163631
1638,31.23,0.1866827,5.8301,12.0671,0.442033,5.334056,0.9149166
1639,31.4745,0.1330314,4.187097,8.333194,0.4670489,3.892009,0.9295244
1640,31.47365,0.1364364,4.29415,8.57198,0.4641558,3.978735,0.9265476
1641,31.47261,0.1432864,4.509597,9.053777,0.4611254,4.174927,0.9257872
1642,31.47106,0.1506867,4.74227,9.570773,0.4582065,4.38539,0.924745
1643,31.47053,0.1577588,4.964752,10.06206,0.4555501,4.583773,0.9232632
1644,31.46885,0.1650364,5.193506,10.5674,0.4528966,4.785941,0.9215242
1645,31.46745,0.1720226,5.413113,11.05291,0.4504062,4.978298,0.9196737
1646,31.46638,0.1794156,5.645558,11.56291,0.4480114,5.180318,0.9175918
1647,31.72124,0.186778,5.92483,12.06429,0.4499225,5.427994,0.9161433
1648,31.96949,0.1338691,4.279728,8.378079,0.4751363,3.98073,0.9301361
1649,31.96867,0.1365913,4.366641,8.568794,0.4724067,4.047956,0.9270182
1650,31.96797,0.143397,4.584111,9.048703,0.4693138,4.246681,0.9263915
1651,31.96663,0.1508295,4.821509,9.568821,0.4663081,4.462018,0.9254401
1652,31.96543,0.1578442,5.045559,10.05782,0.463609,4.662898,0.9241588
1653,31.96426,0.165158,5.279155,10.56513,0.4609518,4.870018,0.9224994
1654,31.96299,0.1723399,5.508499,11.06477,0.4583734,5.071795,0.9207217
1655,31.96175,0.1794538,5.735658,11.55613,0.4560343,5.269991,0.918812
1656,32.24034,0.1871092,6.032463,12.07741,0.4582067,5.533952,0.9173619
1657,32.48581,0.1324416,4.302473,8.262318,0.484322,4.001622,0.9300749
1658,32.48508,0.1366772,4.439968,8.561437,0.4810358,4.118357,0.9275646
1659,32.48434,0.1437662,4.670151,9.061788,0.4777372,4.329153,0.9269837
1660,32.48294,0.150852,4.900116,9.559105,0.4748228,4.538881,0.9262802
1661,32.48168,0.1582041,5.138734,10.07049,0.4719544,4.752813,0.9248996
1662,32.47965,0.1652157,5.366147,10.55752,0.4693377,4.955043,0.9233894
1663,32.47924,0.1724177,5.599997,11.05966,0.4667371,5.161952,0.9217777
1664,32.47828,0.1795751,5.832289,11.55385,0.4643646,5.365199,0.9199131
1665,32.73878,0.1872239,6.129481,12.07569,0.4662426,5.630199,0.9185442
1666,32.98112,0.1330141,4.386954,8.287335,0.4925741,4.082127,0.9305151
1667,32.98013,0.1368736,4.51411,8.561701,0.4892801,4.18907,0.9279947
1668,32.97907,0.1439723,4.748072,9.063798,0.4858815,4.403932,0.92752
1669,32.97738,0.151063,4.981663,9.561174,0.4829219,4.617301,0.9268594
1670,32.97671,0.1583702,5.222529,10.07252,0.4800096,4.834905,0.9257785
1671,32.97526,0.165397,5.45401,10.56049,0.4773639,5.041199,0.9243104
1672,32.97417,0.1726263,5.692209,11.06377,0.4747366,5.252375,0.9227304
1673,32.97276,0.1797321,5.926264,11.55529,0.4723492,5.458133,0.9210075
1674,33.23798,0.187383,6.228232,12.07714,0.4742786,5.727931,0.9196721
1675,33.47706,0.1329878,4.452039,8.268826,0.5010437,4.143043,0.9305945
1676,33.47686,0.1371312,4.59072,8.565546,0.4975504,4.261791,0.9283491
1677,33.47581,0.1442035,4.827328,9.066952,0.4940706,4.479714,0.9279904
1678,33.47467,0.1512645,5.063527,9.564243,0.4910573,4.696591,0.9275335
1679,33.47285,0.1585901,5.308461,10.07598,0.4881039,4.918125,0.9264691
1680,33.47166,0.1655906,5.542594,10.56333,0.4854183,5.127634,0.9251326
1681,33.47121,0.1727052,5.780651,11.05907,0.4828062,5.339389,0.9236656
1682,33.46955,0.1800878,6.027459,11.57085,0.4803007,5.557487,0.9220283
1683,33.72632,0.1874118,6.320709,12.06993,0.4821758,5.819827,0.9207553
1684,33.97447,0.1345622,4.571679,8.367227,0.5090134,4.25903,0.9316118
1685,33.9744,0.1374771,4.670701,8.57579,0.5058216,4.33782,0.92873
1686,33.97308,0.1442392,4.900249,9.057093,0.5023744,4.550051,0.9285346
1687,33.97175,0.1515946,5.149935,9.574417,0.4991581,4.779148,0.9280016
1688,33.97085,0.158588,5.387369,10.06437,0.4963054,4.994999,0.9271686
1689,33.96966,0.1658701,5.634551,10.5714,0.4934615,5.216579,0.9258199
1690,33.96872,0.1728395,5.871137,11.05784,0.4908658,5.427917,0.9245088
1691,33.96724,0.1802018,6.120958,11.56801,0.4883344,5.649059,0.9229043
1692,34.25143,0.1878519,6.434196,12.08903,0.4905281,5.93001,0.9216398
1693,34.4891,0.1352524,4.664732,8.399597,0.5176325,4.347905,0.9320803
1694,34.48911,0.1377236,4.749965,8.577766,0.5144243,4.412611,0.9289778
1695,34.4871,0.144461,4.982041,9.058512,0.5109096,4.628081,0.9289527
1696,34.48612,0.151782,5.234373,9.576127,0.5076098,4.860936,0.9286569
1697,34.48499,0.1587246,5.473616,10.06205,0.5047241,5.078557,0.9278249
1698,34.48346,0.1660382,5.725571,10.57206,0.5018143,5.305212,0.9265822
1699,34.48272,0.1729721,5.96455,11.05673,0.4992303,5.519855,0.9254438
1700,34.48199,0.1803357,6.218333,11.56669,0.4966625,5.744741,0.9238393
1701,34.75182,0.1879356,6.531104,12.08484,0.4986225,6.025775,0.9226273
1702,34.98629,0.1361472,4.763285,8.446609,0.5258614,4.441746,0.9324964
1703,34.98439,0.1497552,5.239095,8.580478,0.5665416,4.861197,0.9278697
1704,34.9833,0.1576065,5.513596,9.081741,0.5634778,5.117359,0.9281346
1705,34.98167,0.1654353,5.787203,9.579489,0.5607293,5.3715,0.9281686
1706,34.97997,0.1734647,6.06779,10.09048,0.5580024,5.630514,0.927935
1707,34.97884,0.1811935,6.337938,10.57795,0.5555177,5.876238,0.9271529
1708,34.97767,0.1892137,6.618254,11.08331,0.5530259,6.12936,0.9261295
1709,34.97651,0.1970072,6.890623,11.57369,0.5507707,6.374448,0.9250903
1710,30.0023,0.2034944,6.1053,12.07992,0.4634692,5.59867,0.9170181
1711,24.93496,0.1382808,3.448028,8.071158,0.3923816,3.166974,0.9184886
1712,24.93365,0.1458961,3.637724,8.548638,0.3899902,3.333885,0.9164755
1713,24.93231,0.1539146,3.837447,9.051159,0.3876174,3.508387,0.9142502
1714,24.93124,0.161859,4.035345,9.548844,0.385462,3.680716,0.9121195
1715,24.92971,0.1698687,4.234779,10.05323,0.3832523,3.852922,0.9098285
1716,24.92796,0.1779554,4.436066,10.55779,0.3810164,4.022691,0.9068151
1717,24.92669,0.1857271,4.629561,11.04253,0.3789196,4.184229,0.9038069
1718,24.92563,0.1939339,4.833925,11.55351,0.3768499,4.353939,0.9007046
1719,25.20739,0.202051,5.093179,12.05476,0.3798319,4.578782,0.8990027
1720,25.47656,0.1426413,3.63401,8.336992,0.401439,3.346793,0.9209643
1721,25.4754,0.146253,3.725853,8.560088,0.3993819,3.418745,0.9175735
1722,25.47441,0.1539463,3.92169,9.043385,0.3970684,3.590842,0.9156363
1723,25.47229,0.1622079,4.131808,9.561003,0.3947744,3.774439,0.9135079
1724,25.47128,0.170015,4.330499,10.05172,0.3926499,3.946808,0.9113981
1725,25.47021,0.1779658,4.532826,10.54882,0.3904287,4.118561,0.9086078
1726,25.46905,0.1860926,4.739604,11.05586,0.3882181,4.292086,0.9055792
1727,25.46785,0.1939811,4.940281,11.54747,0.3862112,4.459763,0.9027346
1728,25.73439,0.202398,5.208587,12.06766,0.3888694,4.692744,0.9009629
1729,25.97347,0.141156,3.666311,8.231316,0.4105097,3.379035,0.9216444
1730,25.97262,0.1462912,3.799565,8.551534,0.4080783,3.489696,0.9184461
1731,25.97155,0.1542833,4.006977,9.054108,0.4056862,3.673126,0.9166828
1732,25.97035,0.1622021,4.212446,9.551525,0.4034429,3.853495,0.9147881
1733,25.96903,0.1702976,4.422462,10.06148,0.4011733,4.036398,0.9127038
1734,25.96805,0.1781005,4.624923,10.54878,0.399031,4.209291,0.9101321
1735,25.96665,0.1861976,4.834929,11.0541,0.3968158,4.386442,0.9072404
1736,25.96478,0.1940568,5.038642,11.54478,0.394796,4.557832,0.9045753
1737,26.23056,0.2024857,5.311315,12.06561,0.3974331,4.795272,0.9028409
1738,26.46997,0.1418407,3.754518,8.265316,0.4190724,3.463766,0.9225594
1739,26.46926,0.1464179,3.875575,8.550186,0.4167521,3.563308,0.9194271
1740,26.46781,0.1543911,4.086394,9.052253,0.4143249,3.750574,0.9178199
1741,26.46647,0.1623165,4.295944,9.550144,0.412102,3.935633,0.9161276
1742,26.46532,0.170433,4.510563,10.06118,0.409802,4.123091,0.9140967
1743,26.46437,0.1782015,4.71599,10.54671,0.4076364,4.299224,0.9116272
1744,26.46263,0.1863085,4.930212,11.05293,0.4053863,4.480705,0.9088261
1745,26.46131,0.1941826,5.138325,11.54443,0.4033653,4.65662,0.9062526
1746,26.72725,0.2026344,5.41586,12.06694,0.4059627,4.898727,0.9045151
1747,26.97232,0.1419926,3.829871,8.265358,0.427756,3.535556,0.9231527
1748,26.97199,0.1465912,3.953856,8.552154,0.4254059,3.638136,0.9201489
1749,26.97092,0.1545671,4.168818,9.053783,0.4229491,3.82929,0.9185554
1750,26.96942,0.1624454,4.381057,9.549269,0.4207097,4.01747,0.9170092
1751,26.96809,0.1705598,4.599673,10.06021,0.4183994,4.209186,0.9151056
1752,26.96662,0.1783259,4.808847,10.54663,0.4162241,4.389763,0.9128515
1753,26.96546,0.1864352,5.027312,11.05317,0.4139785,4.575775,0.9101833
1754,26.96384,0.1946178,5.247644,11.56308,0.4118571,4.762339,0.9075193
1755,27.23314,0.2027007,5.520176,12.0631,0.414582,5.001144,0.9059754
1756,27.48748,0.1430289,3.931505,8.321853,0.4365872,3.633214,0.924128
1757,27.48727,0.1469619,4.039582,8.56638,0.4343502,3.720809,0.9210877
1758,27.48519,0.1546121,4.249543,9.047752,0.4319622,3.908287,0.919696
1759,27.48405,0.1628412,4.475536,9.565285,0.4295739,4.108997,0.9181016
1760,27.48247,0.1706379,4.68955,10.05619,0.4273546,4.297561,0.9164122
1761,27.48092,0.1787283,4.911619,10.56232,0.4250782,4.489812,0.9141207
1762,27.47943,0.1864949,5.124772,11.04767,0.4229053,4.67212,0.9116737
1763,27.47856,0.1946833,5.349617,11.55946,0.4207717,4.863893,0.9092039
1764,27.7334,0.2027757,5.623658,12.06036,0.4232691,5.104778,0.9077325
1765,27.98224,0.1447527,4.050507,8.420549,0.4449203,3.746473,0.9249395
1766,27.98175,0.1470174,4.113803,8.559111,0.4430751,3.792328,0.9218547
1767,27.97977,0.1549662,4.335918,9.060462,0.4405435,3.991527,0.9205725
1768,27.97866,0.16289,4.557442,9.55947,0.4382501,4.189439,0.9192522
1769,27.97723,0.1709072,4.781509,10.06414,0.4359252,4.387212,0.9175372
1770,27.97621,0.1786984,4.999305,10.55221,0.4337083,4.57658,0.9154433
1771,27.97432,0.1867668,5.224674,11.05745,0.4314311,4.770528,0.9130766
1772,27.97345,0.1946227,5.444267,11.54878,0.4293854,4.958878,0.910844
1773,28.23656,0.2030469,5.733346,12.0694,0.4318957,5.212722,0.9091938
1774,28.47894,0.1428796,4.069059,8.291251,0.4541397,3.765387,0.9253704
1775,28.47842,0.1471101,4.189464,8.555256,0.4518175,3.865414,0.9226512
1776,28.47693,0.1550753,4.416069,9.057331,0.4492334,4.068856,0.9213751
1777,28.47563,0.162933,4.639621,9.552476,0.4469447,4.269429,0.9202108
1778,28.4743,0.1710976,4.871884,10.06681,0.4445445,4.475143,0.9185654
1779,28.4733,0.1788566,5.092638,10.55347,0.4423181,4.66799,0.9166152
1780,28.47125,0.1869169,5.321758,11.05764,0.4400337,4.865733,0.9143094
1781,28.47008,0.1951079,5.554737,11.57004,0.4378886,5.066387,0.912084
1782,28.73414,0.2032248,5.83949,12.07184,0.4404921,5.317549,0.9106187
1783,28.97546,0.143126,4.147141,8.297153,0.4628625,3.840441,0.9260455
1784,28.97415,0.1472832,4.267406,8.556463,0.4605101,3.940337,0.9233567
1785,28.97294,0.1552044,4.496728,9.056479,0.4579384,4.14731,0.922295
1786,28.97145,0.1630963,4.725137,9.55387,0.455589,4.352638,0.9211667
1787,28.97021,0.1712,4.959701,10.06431,0.4532167,4.561315,0.9196754
1788,28.96922,0.1792622,5.193087,10.57018,0.4508607,4.765679,0.9176968
1789,28.96792,0.1870295,5.417854,11.05605,0.4486682,4.960499,0.9155837
1790,28.96623,0.1952065,5.654396,11.56743,0.4464944,5.164792,0.9134119
1791,29.22433,0.2032776,5.940652,12.06795,0.4489754,5.418212,0.9120569
1792,29.47001,0.1442565,4.25124,8.358563,0.4713463,3.939778,0.926736
1793,29.46965,0.1475768,4.349037,8.565307,0.4691605,4.018503,0.9239984
1794,29.46798,0.1555342,4.58328,9.067101,0.4665588,4.230335,0.9229931
1795,29.46684,0.1634447,4.816201,9.565118,0.4641829,4.439965,0.9218811
1796,29.46616,0.171539,5.054595,10.07616,0.4617626,4.652792,0.9205074
1797,29.46449,0.179261,5.281833,10.56179,0.4595116,4.853263,0.9188597
1798,29.46342,0.1873192,5.519065,11.0663,0.4571941,5.05945,0.9167222
1799,29.46218,0.1951679,5.750073,11.55686,0.4551129,5.259675,0.9147145
1800,29.74005,0.2035831,6.054571,12.07725,0.4578509,5.52958,0.9132901
1801,29.98702,0.1429376,4.286273,8.262444,0.4808088,3.972656,0.9268322
1802,29.98586,0.1477317,4.429863,8.563108,0.4782439,4.095254,0.9244651
1803,29.9849,0.155663,4.667541,9.064433,0.4755813,4.310875,0.9235861
1804,29.98392,0.1635641,4.904293,9.563467,0.4731958,4.525393,0.9227411
1805,29.98224,0.1716417,5.146202,10.07324,0.4707788,4.742266,0.9215079
1806,29.98051,0.1794063,5.378692,10.56162,0.4684765,4.94787,0.919902
1807,29.97903,0.1874613,5.619908,11.06623,0.4661444,5.15846,0.9178904
1808,29.97841,0.1953345,5.855817,11.55891,0.4640244,5.363614,0.9159463
1809,30.24391,0.2037567,6.162401,12.08021,0.466547,5.635986,0.9145764
1810,30.47872,0.1457132,4.441153,8.429029,0.4888532,4.120558,0.9278127
1811,30.4785,0.1479402,4.508995,8.565506,0.4868875,4.170437,0.9249152
1812,30.47668,0.1558466,4.749687,9.065775,0.4842119,4.389756,0.9242201
1813,30.476,0.1637769,4.991266,9.566222,0.4817883,4.608894,0.9233918
1814,30.47416,0.1717304,5.23334,10.06986,0.479374,4.827229,0.9223993
1815,30.47358,0.1795033,5.470108,10.55707,0.4770583,5.036339,0.920702
1816,30.47242,0.1875365,5.714691,11.06177,0.4747159,5.251199,0.9188947
1817,30.47114,0.1957287,5.964076,11.57392,0.4724941,5.468607,0.9169245
1818,30.73064,0.2038373,6.264049,12.07587,0.4749756,5.735744,0.9156608
1819,30.97542,0.1439983,4.460407,8.307999,0.498087,4.138106,0.9277419
1820,30.97402,0.1480067,4.584363,8.559718,0.4956536,4.242655,0.9254622
1821,30.97326,0.1558999,4.828728,9.059902,0.4929509,4.466087,0.9248992
1822,30.97201,0.1641147,5.082962,9.577916,0.4903911,4.696925,0.9240527
1823,30.97032,0.1717631,5.319559,10.06237,0.4880279,4.910716,0.9231436
1824,30.96874,0.1798233,5.568902,10.56931,0.4856016,5.132475,0.9216315
1825,30.9679,0.18786,5.817629,11.0734,0.4832553,5.351281,0.9198387
1826,30.96642,0.1957118,6.060493,11.56465,0.4811355,5.564164,0.9181042
1827,31.23738,0.2040673,6.374529,12.08262,0.4837248,5.844664,0.9168779
1828,31.47181,0.1455047,4.579297,8.393909,0.5065341,4.251801,0.9284835
1829,31.47147,0.1483809,4.669765,8.573162,0.5043281,4.323686,0.9258896
1830,31.47077,0.1559848,4.908961,9.055265,0.5016881,4.542919,0.9254338
1831,31.46856,0.1641702,5.166199,9.572155,0.4990819,4.777289,0.9247202
1832,31.46784,0.1721433,5.416977,10.07695,0.4966118,5.004334,0.9238241
1833,31.467,0.1798681,5.659911,10.56309,0.4943164,5.221509,0.9225426
1834,31.46538,0.1879274,5.913209,11.06833,0.4919315,5.44486,0.920796
1835,31.46477,0.1957568,6.159443,11.55941,0.4897852,5.661626,0.9191782
1836,31.72796,0.2041852,6.478381,12.08145,0.4922086,5.946592,0.9179134
1837,31.96814,0.1440833,4.606074,8.291704,0.5157329,4.276305,0.9284055
1838,31.96737,0.1484312,4.744955,8.565306,0.5131282,4.3951,0.926268
1839,31.96575,0.156329,4.997175,9.066754,0.5103393,4.62712,0.9259474
1840,31.96417,0.1641941,5.248329,9.564247,0.5078139,4.856858,0.9254103
1841,31.96294,0.1722471,5.505524,10.07398,0.5052838,5.090217,0.9245656
1842,31.96173,0.1802607,5.761445,10.57796,0.5028583,5.319217,0.9232437
1843,31.96064,0.1880082,6.008862,11.0647,0.500555,5.538491,0.9217206
1844,31.95938,0.1961371,6.268422,11.57471,0.498299,5.767666,0.9201145
1845,32.22688,0.2042035,6.580842,12.07454,0.500902,6.048163,0.9190561
1846,32.48331,0.1452756,4.719031,8.356653,0.5246194,4.384062,0.9290175
1847,32.4828,0.1488457,4.834924,8.580045,0.5221583,4.480141,0.9266208
1848,32.48166,0.1563772,5.079393,9.058497,0.5194653,4.705575,0.926405
1849,32.48092,0.1645881,5.345973,9.578495,0.5168002,4.950168,0.925962
1850,32.47911,0.1725003,5.602654,10.08114,0.5142809,5.184537,0.9253715
1851,32.47795,0.180232,5.853567,10.56759,0.5118999,5.409548,0.9241456
1852,32.47653,0.1882945,6.115151,11.07322,0.5094855,5.641645,0.9225685
1853,32.47506,0.1961105,6.368701,11.56349,0.5073003,5.86616,0.921092
1854,32.7412,0.2045081,6.69584,12.08452,0.5097625,6.160234,0.9200092
1855,32.97985,0.1441991,4.755665,8.275613,0.5337684,4.41726,0.9288418
1856,32.97847,0.1488777,4.909758,8.571128,0.5309699,4.551011,0.9269319
1857,32.97728,0.1567413,5.168903,9.071576,0.5280847,4.790561,0.9268041
1858,32.97631,0.1645717,5.426967,9.567162,0.5255107,5.027646,0.9264191
1859,32.97509,0.1726076,5.691751,10.07697,0.5229554,5.269806,0.9258673
1860,32.97366,0.1803437,5.946593,10.56393,0.5205541,5.499096,0.9247475
1861,32.97246,0.188366,6.210889,11.06881,0.5181288,5.735068,0.9233893
1862,32.97075,0.1965038,6.478877,11.57944,0.5158414,5.973152,0.9219425
1863,33.23034,0.2045753,6.798106,12.08007,0.5182565,6.260577,0.9209296
1864,33.47566,0.1456242,4.874866,8.3544,0.5422798,4.530423,0.929343
1865,33.47527,0.1492628,4.996613,8.583691,0.5396876,4.632512,0.9271305
1866,33.47404,0.1567899,5.248389,9.062854,0.5369161,4.865993,0.9271401
1867,33.473,0.164949,5.521336,9.579824,0.5341752,5.117305,0.9268236
1868,33.47137,0.1726516,5.778885,10.06925,0.531688,5.353699,0.9264242
1869,33.47009,0.1806967,6.047935,10.57675,0.5291665,5.596862,0.9254171
1870,33.46893,0.1884258,6.306409,11.06294,0.5268207,5.828186,0.9241687
1871,33.46794,0.1965728,6.578887,11.57426,0.5245048,6.070756,0.9227633
1872,33.72409,0.2046428,6.901391,12.07521,0.5268462,6.361781,0.9218114
1873,33.97396,0.1459933,4.95997,8.367048,0.5511076,4.611144,0.9296718
1874,33.97246,0.1493447,5.073607,8.578559,0.5485444,4.70572,0.9274901
1875,33.97142,0.1568671,5.329,9.057772,0.5457303,4.9431,0.9275849
1876,33.97071,0.1650562,5.607075,9.577141,0.5429726,5.200125,0.9274219
1877,33.96925,0.1729829,5.8761,10.08112,0.5403295,5.447128,0.9269972
1878,33.96853,0.1807069,6.138347,10.56815,0.5378978,5.684587,0.9260778
1879,33.96712,0.1887477,6.411216,11.07358,0.5354477,5.929321,0.9248357
1880,33.9653,0.1965585,6.676167,11.56463,0.5331893,6.166137,0.9236042
1881,34.2375,0.2049508,7.017003,12.08555,0.5357184,6.474452,0.9226804
1882,34.48814,0.1451869,5.007226,8.302486,0.5605652,4.654085,0.9294737
1883,34.48727,0.1494177,5.153008,8.571578,0.5577375,4.780691,0.9277475
1884,34.48594,0.1572767,5.423834,9.07236,0.5547273,5.032686,0.9278835
1885,34.48478,0.1651047,5.693599,9.569175,0.5520402,5.282569,0.9278084
1886,34.48385,0.1731285,5.970137,10.07907,0.5493883,5.537323,0.9275035
1887,34.48205,0.1811086,6.244997,10.58261,0.5468042,5.786617,0.9266005
1888,34.48105,0.1888787,6.512735,11.07134,0.544422,6.027482,0.9254917
1889,34.47916,0.1969837,6.791834,11.58173,0.5420762,6.278178,0.9243716
1890,34.73955,0.2050615,7.123745,12.08313,0.5444495,6.578652,0.9234822
1891,34.98558,0.146213,5.115346,8.355416,0.5692483,4.756307,0.9298112
1892,34.98345,0.1608894,5.628466,8.596507,0.6060428,5.209851,0.9256254
1893,34.98132,0.1690857,5.914842,9.077525,0.6034715,5.478027,0.9261494
1894,34.98033,0.1778753,6.222137,9.593287,0.6009681,5.765259,0.926572
1895,34.97961,0.1862811,6.516041,10.08318,0.5986584,6.036381,0.9263878
1896,34.97771,0.1949902,6.820311,10.59057,0.5962851,6.314999,0.9259107
1897,34.9762,0.203358,7.112689,11.07737,0.5940702,6.580736,0.9252107
1898,34.97462,0.2121239,7.418955,11.58656,0.5918846,6.857908,0.9243765
1899,30.27693,0.2189624,6.629509,12.07231,0.5042408,6.087349,0.9182202
1900,24.93363,0.1486621,3.706686,8.075838,0.421328,3.402577,0.9179568
1901,24.93224,0.1570121,3.914663,8.558165,0.4190679,3.586452,0.9161588
1902,24.93125,0.1653578,4.122577,9.041807,0.4169661,3.770127,0.9145074
1903,24.9299,0.1742593,4.344267,9.55959,0.4148745,3.96603,0.9129342
1904,24.92849,0.1827464,4.55559,10.05086,0.4128473,4.14947,0.9108524
1905,24.92696,0.1915225,4.774074,10.55819,0.4107167,4.336426,0.9083282
1906,24.92526,0.1999458,4.983701,11.04493,0.4087108,4.514183,0.9057891
1907,24.92395,0.2088086,5.204334,11.55604,0.4066994,4.699832,0.9030612
1908,25.22296,0.2179087,5.496303,12.07654,0.4103335,4.95541,0.9015898
1909,25.47435,0.1541219,3.926155,8.384444,0.4308981,3.612841,0.9201984
1910,25.47373,0.1572032,4.004551,8.560258,0.4290824,3.673056,0.9172203
1911,25.47253,0.1655235,4.216302,9.042786,0.4269496,3.860814,0.9156873
1912,25.47094,0.1744367,4.443067,9.560873,0.4248346,4.06179,0.9141861
1913,25.46968,0.1829054,4.658542,10.05142,0.4228073,4.249814,0.9122627
1914,25.46879,0.1916808,4.881878,10.55836,0.4207211,4.442127,0.9099219
1915,25.46715,0.2001044,5.096089,11.04517,0.418678,4.624369,0.9074348
1916,25.46613,0.2089271,5.320564,11.55552,0.4166974,4.815157,0.9050088
1917,25.7382,0.2180303,5.611707,12.076,0.4198042,5.069553,0.9033889
1918,25.97135,0.1543897,4.00971,8.392362,0.4400726,3.693248,0.9210761
1919,25.97066,0.1573715,4.087042,8.561464,0.4383111,3.752585,0.9181665
1920,25.96935,0.1656618,4.302129,9.042563,0.4361589,3.943995,0.9167541
1921,25.96805,0.1745344,4.532317,9.55919,0.4340258,4.148935,0.9154115
1922,25.96708,0.1833715,4.761622,10.07079,0.4319103,4.349676,0.9134861
1923,25.96578,0.1917485,4.978899,10.55544,0.4298564,4.537325,0.911311
1924,25.96405,0.2005054,5.205932,11.06212,0.427742,4.731734,0.9089119
1925,25.96312,0.2090058,5.426442,11.55243,0.4258338,4.919414,0.9065635
1926,26.23052,0.2181042,5.720986,12.07335,0.4288391,5.177526,0.9050058
1927,26.46751,0.1556205,4.118886,8.454886,0.4490829,3.796945,0.9218376
1928,26.46693,0.1575003,4.168549,8.559173,0.4475188,3.830391,0.9188786
1929,26.46584,0.1661206,4.396521,9.060295,0.4452841,4.034406,0.917636
1930,26.46405,0.1746254,4.621296,9.555543,0.4431832,4.234856,0.9163784
1931,26.4631,0.1834748,4.855312,10.0686,0.4410603,4.44086,0.9146395
1932,26.46156,0.1918945,5.077827,10.55626,0.4389941,4.634137,0.912622
1933,26.46045,0.2006302,5.308766,11.06116,0.4368939,4.832554,0.910297
1934,26.45873,0.2091384,5.533535,11.55201,0.4349535,5.024588,0.9080249
1935,26.72502,0.2181969,5.831317,12.07192,0.4379465,5.286856,0.9066314
1936,26.97058,0.1525386,4.114055,8.266467,0.4589508,3.793902,0.9221808
1937,26.96963,0.1576178,4.250893,8.558591,0.4567135,3.908824,0.91953
1938,26.9685,0.1662589,4.483754,9.05998,0.4544637,4.117432,0.9183002
1939,26.96776,0.1747967,4.713875,9.557464,0.4523626,4.32344,0.9171731
1940,26.96581,0.1836335,4.951826,10.06911,0.4502032,4.533146,0.9154494
1941,26.96449,0.1920315,5.178032,10.55543,0.4481478,4.730391,0.91355
1942,26.96313,0.2007692,5.413366,11.06139,0.4460309,4.933721,0.9113961
1943,26.96142,0.2092714,5.642255,11.55211,0.4440731,5.129982,0.9092078
1944,27.23709,0.2183724,5.947829,12.07297,0.4472264,5.399352,0.9077853
1945,27.48617,0.1526683,4.196268,8.264639,0.4685265,3.872202,0.9227729
1946,27.48539,0.1577969,4.337109,8.559615,0.4662949,3.991305,0.9202687
1947,27.48354,0.1664493,4.574616,9.061785,0.463973,4.204424,0.9190769
1948,27.48182,0.1749629,4.808299,9.558614,0.4618692,4.41483,0.9181687
1949,27.48044,0.1837727,5.050153,10.06925,0.4597077,4.628911,0.9165883
1950,27.47905,0.1921991,5.281448,10.55705,0.4576336,4.83126,0.9147604
1951,27.47762,0.2009227,5.520877,11.0619,0.4555105,5.038813,0.9126834
1952,27.47633,0.2094307,5.754385,11.5538,0.4535523,5.240255,0.9106542
1953,27.7407,0.2185414,6.06249,12.07475,0.4564885,5.511986,0.9091951
1954,27.98109,0.1526095,4.270181,8.251683,0.4777788,3.942479,0.9232581
1955,27.97958,0.1580123,4.421118,8.562878,0.4754717,4.071406,0.9208997
1956,27.97866,0.1666485,4.662602,9.064965,0.4731673,4.289245,0.9199251
1957,27.97752,0.175185,4.901244,9.562906,0.47104,4.504511,0.9190547
1958,27.97521,0.1840117,5.147766,10.07424,0.468846,4.723266,0.917537
1959,27.97375,0.192425,5.382849,10.56129,0.466765,4.92964,0.915805
1960,27.97243,0.2011209,5.625839,11.06484,0.4646386,5.141149,0.9138458
1961,27.97108,0.2096541,5.86425,11.5587,0.4626774,5.347947,0.9119576
1962,28.24031,0.218764,6.177964,12.08073,0.46569,5.625876,0.9106361
1963,28.47709,0.1556501,4.432462,8.421214,0.4864517,4.096514,0.9242073
1964,28.47614,0.1582044,4.505051,8.567816,0.4847251,4.153036,0.921862
1965,28.4748,0.166435,4.739203,9.046071,0.4824796,4.364544,0.9209449
1966,28.47379,0.1754014,4.994342,9.566788,0.4802382,4.594337,0.9199083
1967,28.47219,0.1841916,5.244339,10.07676,0.4780429,4.817122,0.9185376
1968,28.47101,0.1925942,5.48335,10.56369,0.4759414,5.027696,0.9169021
1969,28.46938,0.2013476,5.732241,11.07014,0.4737979,5.245008,0.9150013
1970,28.468,0.209865,5.974439,11.56355,0.4718302,5.456031,0.913229
1971,28.74222,0.2189649,6.29354,12.08463,0.4749193,5.739223,0.9119228
1972,28.97388,0.1556,4.508335,8.408747,0.495751,4.168645,0.9246529
1973,28.97316,0.1584161,4.589816,8.570687,0.4939187,4.233222,0.9223077
1974,28.97134,0.1666924,4.829301,9.052051,0.491655,4.450486,0.9215589
1975,28.97,0.1755946,5.086976,9.568886,0.4894122,4.68313,0.9206118
