,set_voltage_in,set_voltage_out,phase,measured_voltage_in,measured_current_in,measured_power_in,measured_voltage_out,measured_current_out,measured_power_out,wirkung
265,29.0,10.0,80.0,28.46658,0.2342199,6.667441,10.11241,0.5944694,6.011517,0.9016228
266,29.0,10.5,80.0,28.46408,0.2451893,6.979089,10.61019,0.5927358,6.289037,0.9011257
267,29.0,11.0,80.0,28.46303,0.2561542,7.290926,11.10742,0.5910046,6.564539,0.9003711
268,29.0,11.5,80.0,28.46078,0.267196,7.604605,11.60867,0.5893201,6.841225,0.8996161
269,29.0,12.0,80.0,28.45888,0.2784939,7.925627,12.12075,0.5876433,7.122676,0.8986894
270,29.5,8.0,80.0,29.46562,0.1904007,5.610274,8.107677,0.623388,5.054229,0.900888
271,29.5,8.5,80.0,29.46402,0.2015828,5.93944,8.615315,0.6216863,5.356024,0.9017725
272,29.5,9.0,80.0,29.46174,0.2124044,6.257804,9.106747,0.6199815,5.646014,0.9022357
273,29.5,9.5,80.0,29.46024,0.2235947,6.587152,9.614185,0.6183173,5.944617,0.9024564
274,29.5,10.0,80.0,29.45847,0.2346621,6.912787,10.11604,0.616603,6.23758,0.9023249
275,29.5,10.5,80.0,29.45685,0.2456183,7.235139,10.61376,0.6148806,6.526197,0.902014
276,29.5,11.0,80.0,29.45525,0.2565919,7.55798,11.1113,0.6131695,6.813108,0.9014456
277,29.5,11.5,80.0,29.45372,0.2676211,7.882437,11.612,0.6114798,7.100505,0.9008007
278,29.5,12.0,80.0,29.45173,0.2789123,8.21445,12.124,0.6098264,7.393535,0.9000645
279,30.0,8.0,80.0,29.4655,0.1903939,5.610053,8.107538,0.6233852,5.054119,0.9009041
280,30.0,8.5,80.0,29.46415,0.2015907,5.939699,8.615401,0.6216708,5.355944,0.9017197
281,30.0,9.0,80.0,29.46209,0.2124218,6.258391,9.106986,0.6199847,5.646192,0.9021795
282,30.0,9.5,80.0,29.46028,0.2236026,6.587395,9.61427,0.6183059,5.94456,0.9024143
283,30.0,10.0,80.0,29.45838,0.2346503,6.912419,10.11587,0.6166155,6.237602,0.9023761
284,30.0,10.5,80.0,29.45666,0.2456263,7.235331,10.61375,0.6148933,6.526324,0.9020076
285,30.0,11.0,80.0,29.45519,0.2566026,7.558279,11.11136,0.6131737,6.813195,0.9014214
286,30.0,11.5,80.0,29.45375,0.2676233,7.882512,11.61201,0.6114872,7.100596,0.9008037
287,30.0,12.0,80.0,29.45159,0.2789086,8.214301,12.12419,0.6098281,7.393672,0.9000975
288,30.5,8.0,80.0,30.47428,0.1908331,5.815501,8.11136,0.645922,5.239305,0.9009207
289,30.5,8.5,80.0,30.47261,0.2020413,6.156726,8.619123,0.6442052,5.552484,0.9018566
290,30.5,9.0,80.0,30.47094,0.2128819,6.486713,9.110916,0.642511,5.853864,0.9024391
291,30.5,9.5,80.0,30.46922,0.2240444,6.826458,9.617792,0.6408234,6.163307,0.9028558
292,30.5,10.0,80.0,30.46696,0.2350987,7.162744,10.11948,0.6391166,6.467527,0.9029399
293,30.5,10.5,80.0,30.46535,0.2460647,7.496448,10.6172,0.6374065,6.767473,0.9027573
294,30.5,11.0,80.0,30.46359,0.2570519,7.830723,11.11501,0.6356694,7.06547,0.9022755
295,30.5,11.5,80.0,30.46138,0.268068,8.16572,11.61536,0.6339843,7.363957,0.9018136
296,30.5,12.0,80.0,30.45994,0.2793668,8.509495,12.12795,0.632327,7.668828,0.9012083
297,31.0,8.0,80.0,30.47399,0.1908452,5.815814,8.111511,0.6459057,5.239271,0.9008663
298,31.0,8.5,80.0,30.47251,0.2020384,6.156617,8.61924,0.6441909,5.552436,0.9018648
299,31.0,9.0,80.0,30.47086,0.2128822,6.486701,9.110976,0.6425004,5.853806,0.9024318
300,31.0,9.5,80.0,30.4689,0.2240454,6.826417,9.61793,0.6408156,6.16332,0.902863
301,31.0,10.0,80.0,30.46657,0.2351114,7.163038,10.11972,0.6391103,6.467618,0.9029155
302,31.0,10.5,80.0,30.46476,0.2460805,7.496783,10.61732,0.6374012,6.767495,0.9027198
303,31.0,11.0,80.0,30.46336,0.2570584,7.830861,11.11517,0.6356859,7.065755,0.902296
304,31.0,11.5,80.0,30.46183,0.268077,8.166116,11.6156,0.6340085,7.364388,0.9018227
305,31.0,12.0,80.0,30.46006,0.2793566,8.509219,12.12774,0.6323479,7.66895,0.9012519
306,31.5,8.0,80.0,31.46733,0.1904008,5.991406,8.074777,0.6702216,5.41189,0.9032754
307,31.5,8.5,80.0,31.46576,0.2015936,6.343297,8.582715,0.668529,5.737793,0.9045443
308,31.5,9.0,80.0,31.46407,0.212444,6.684354,9.075044,0.6668303,6.051514,0.9053252
309,31.5,9.5,80.0,31.46195,0.2236033,7.034997,9.5815,0.665162,6.37325,0.905935
310,31.5,10.0,80.0,31.45981,0.234661,7.382391,10.08347,0.6634777,6.690158,0.9062319
311,31.5,10.5,80.0,31.45825,0.2456295,7.727073,10.58099,0.6617629,7.002106,0.9061784
312,31.5,11.0,80.0,31.45636,0.2566179,8.072264,11.0795,0.6600211,7.312707,0.9059054
313,31.5,11.5,80.0,31.45488,0.2676415,8.418633,11.57948,0.6583548,7.623405,0.9055396
314,31.5,12.0,80.0,31.45304,0.2789297,8.773189,12.09214,0.6566779,7.94064,0.9051031
315,32.0,8.0,80.0,31.46733,0.1904002,5.991385,8.074558,0.6702782,5.4122,0.9033305
316,32.0,8.5,80.0,31.46526,0.2016038,6.343516,8.582845,0.6685411,5.737985,0.9045432
317,32.0,9.0,80.0,31.46382,0.2124417,6.684226,9.074989,0.6667857,6.051073,0.9052766
318,32.0,9.5,80.0,31.46191,0.2235974,7.0348,9.581587,0.6652404,6.374059,0.9060753
319,32.0,10.0,80.0,31.46004,0.2346675,7.382651,10.08355,0.6634249,6.689677,0.9061347
320,32.0,10.5,80.0,31.45819,0.2456318,7.727133,10.58092,0.6618015,7.00247,0.9062183
321,32.0,11.0,80.0,31.45636,0.2566139,8.072141,11.07944,0.6600168,7.312614,0.9059077
322,32.0,11.5,80.0,31.45445,0.267624,8.417966,11.57946,0.6584184,7.624128,0.9056973
323,32.0,12.0,80.0,31.45266,0.2789218,8.772833,12.09203,0.6567437,7.941368,0.9052227
324,32.5,8.0,80.0,32.47869,0.1908131,6.197362,8.076774,0.6929712,5.596972,0.9031216
325,32.5,8.5,80.0,32.47619,0.2020082,6.560456,8.585046,0.691251,5.934422,0.9045746
326,32.5,9.0,80.0,32.47466,0.2128658,6.912746,9.077797,0.6894664,6.258836,0.9054052
327,32.5,9.5,80.0,32.47282,0.2240136,7.274354,9.583735,0.6878314,6.591994,0.9061965
328,32.5,10.0,80.0,32.47153,0.235076,7.633279,10.08562,0.6861228,6.919974,0.9065533
329,32.5,10.5,80.0,32.46919,0.2460418,7.988777,10.58296,0.6844817,7.243839,0.9067519
330,32.5,11.0,80.0,32.46782,0.2570374,8.345443,11.08209,0.6826953,7.565688,0.9065652
331,32.5,11.5,80.0,32.46579,0.2680401,8.702133,11.58178,0.6809397,7.886495,0.9062715
332,32.5,12.0,80.0,32.46404,0.2793463,9.068708,12.0943,0.6792727,8.215328,0.9058983
333,33.0,8.0,80.0,32.47813,0.1908248,6.197634,8.076963,0.6928856,5.596412,0.9029916
334,33.0,8.5,80.0,32.47637,0.2020257,6.56106,8.585064,0.6911846,5.933864,0.9044064
335,33.0,9.0,80.0,32.47482,0.2128794,6.913221,9.077783,0.6895129,6.259248,0.9054025
336,33.0,9.5,80.0,32.47326,0.2240171,7.274567,9.58356,0.6877924,6.5915,0.9061021
337,33.0,10.0,80.0,32.47101,0.2350855,7.633463,10.08547,0.6861374,6.92002,0.9065375
338,33.0,10.5,80.0,32.46908,0.2460497,7.989007,10.58309,0.6843997,7.24306,0.9066284
339,33.0,11.0,80.0,32.46743,0.2570417,8.345483,11.08206,0.6826058,7.564681,0.9064401
340,33.0,11.5,80.0,32.46647,0.2680489,8.702602,11.58185,0.6811063,7.888472,0.9064497
341,33.0,12.0,80.0,32.46433,0.2793372,9.068496,12.09443,0.6792496,8.215134,0.9058982
342,33.5,8.0,80.0,33.47021,0.1912336,6.400629,8.078956,0.7150057,5.776499,0.9024894
343,33.5,8.5,80.0,33.46829,0.2024236,6.774772,8.587317,0.7134008,6.126198,0.9042664
344,33.5,9.0,80.0,33.46652,0.2132918,7.138134,9.080404,0.7116832,6.462371,0.9053305
345,33.5,9.5,80.0,33.46485,0.2244194,7.51016,9.585743,0.709949,6.805388,0.9061575
346,33.5,10.0,80.0,33.46294,0.2354806,7.879874,10.08775,0.7082174,7.144318,0.9066538
347,33.5,10.5,80.0,33.46078,0.2464408,8.246099,10.58501,0.7065771,7.479125,0.9069895
348,33.5,11.0,80.0,33.45924,0.2574537,8.614202,11.08458,0.7048783,7.813282,0.9070233
349,33.5,11.5,80.0,33.45768,0.2684438,8.981506,11.58392,0.7031711,8.145478,0.9069167
350,33.5,12.0,80.0,33.45587,0.2797368,9.358839,12.09652,0.7015204,8.485954,0.9067315
351,34.0,8.0,80.0,33.4705,0.1912281,6.4005,8.078879,0.7152187,5.778166,0.9027678
352,34.0,8.5,80.0,33.4685,0.2024342,6.775169,8.587251,0.7135075,6.127068,0.9043416
353,34.0,9.0,80.0,33.46714,0.2133031,7.138646,9.080624,0.7118075,6.463656,0.9054456
354,34.0,9.5,80.0,33.46555,0.2244198,7.510334,9.585669,0.710077,6.806562,0.906293
355,34.0,10.0,80.0,33.46357,0.2354823,7.880079,10.08786,0.7083291,7.145523,0.9067832
356,34.0,10.5,80.0,33.46204,0.246436,8.24625,10.58514,0.7066093,7.479557,0.9070253
357,34.0,11.0,80.0,33.45982,0.2574687,8.614858,11.08471,0.7049842,7.814548,0.9071013
358,34.0,11.5,80.0,33.4586,0.2684622,8.982368,11.58414,0.7031916,8.14587,0.9068733
359,34.0,12.0,80.0,33.45674,0.2797485,9.359472,12.09668,0.7015724,8.486696,0.9067494
360,34.5,8.0,80.0,34.48204,0.1916657,6.609025,8.081467,0.7377481,5.962087,0.9021129
361,34.5,8.5,80.0,34.48051,0.2028583,6.994658,8.589791,0.7359817,6.321929,0.9038224
362,34.5,9.0,80.0,34.47805,0.2137425,7.369425,9.083587,0.7343349,6.670395,0.9051446
363,34.5,9.5,80.0,34.47723,0.22487,7.752896,9.588401,0.7326422,7.024867,0.9060958
364,34.5,10.0,80.0,34.47519,0.235933,8.133835,10.09057,0.7308596,7.374793,0.9066809
365,34.5,10.5,80.0,34.47372,0.2468876,8.511132,10.58761,0.7291576,7.720039,0.907052
366,34.5,11.0,80.0,34.47139,0.2578937,8.889953,11.08743,0.7274606,8.065666,0.907279
367,34.5,11.5,80.0,34.46991,0.2688778,9.268193,11.5865,0.725733,8.408705,0.9072646
368,34.5,12.0,80.0,34.46829,0.2801738,9.657113,12.09891,0.72406,8.760334,0.907138
369,35.0,8.0,80.0,34.48248,0.1916625,6.608997,8.08141,0.7376621,5.96135,0.9020053
370,35.0,8.5,80.0,34.48045,0.2028558,6.994559,8.589627,0.7359949,6.321922,0.9038343
371,35.0,9.0,80.0,34.47892,0.2137251,7.36901,9.083514,0.7342657,6.669713,0.905103
372,35.0,9.5,80.0,34.47649,0.2248416,7.751747,9.588236,0.7325981,7.024323,0.90616
373,35.0,10.0,80.0,34.47437,0.2359106,8.132869,10.09019,0.7309121,7.375046,0.9068197
374,35.0,10.5,80.0,34.47346,0.2468685,8.510412,10.58721,0.7292023,7.720215,0.9071494
375,35.0,11.0,80.0,34.47177,0.2578741,8.889376,11.08716,0.7275586,8.066558,0.907438
376,35.0,11.5,80.0,34.46984,0.2688842,9.268396,11.58622,0.7258513,8.40987,0.9073706
377,35.0,12.0,80.0,34.4681,0.2801647,9.656747,12.09876,0.7240541,8.760159,0.9071543
378,25.0,8.0,85.0,24.93213,0.1909886,4.761754,8.09212,0.526408,4.259757,0.8945773
379,25.0,8.5,85.0,24.9266,0.2022977,5.042596,8.598363,0.5247433,4.511933,0.8947641
380,25.0,9.0,85.0,24.92472,0.2132775,5.315884,9.089782,0.5230908,4.754782,0.894448
381,25.0,9.5,85.0,24.92244,0.2246378,5.598521,9.598527,0.5214235,5.004897,0.8939678
382,25.0,10.0,85.0,24.92088,0.2358388,5.87731,10.10004,0.5197471,5.249466,0.893175
383,25.0,10.5,85.0,24.91929,0.2469578,6.154014,10.59802,0.5180222,5.490009,0.8921021
384,25.0,11.0,85.0,24.9171,0.2580408,6.429629,11.09429,0.5163172,5.728175,0.8909028
385,25.0,11.5,85.0,24.91547,0.2692577,6.708683,11.59656,0.5146468,5.968131,0.8896128
386,25.0,12.0,85.0,24.91387,0.2806989,6.993297,12.10856,0.5130044,6.211745,0.8882428
387,25.5,8.0,85.0,24.92803,0.1909761,4.760656,8.092035,0.5264209,4.259817,0.894796
388,25.5,8.5,85.0,24.92586,0.2022947,5.042369,8.598433,0.524728,4.511838,0.8947855
389,25.5,9.0,85.0,24.92435,0.2132643,5.315473,9.089907,0.5230385,4.754371,0.89444
390,25.5,9.5,85.0,24.92242,0.2246332,5.598404,9.598816,0.5214281,5.005093,0.8940213
391,25.5,10.0,85.0,24.92044,0.2358305,5.877,10.10021,0.519724,5.249321,0.8931974
392,25.5,10.5,85.0,24.9188,0.2469515,6.153735,10.59812,0.5180216,5.490054,0.8921498
393,25.5,11.0,85.0,24.91691,0.2580332,6.429389,11.09445,0.5162862,5.727911,0.8908951
394,25.5,11.5,85.0,24.91568,0.2692569,6.708719,11.59671,0.5146304,5.968021,0.8895919
395,25.5,12.0,85.0,24.91349,0.2806869,6.992888,12.10844,0.5129904,6.211511,0.8882612
396,26.0,8.0,85.0,25.96696,0.1914303,4.970862,8.095795,0.5497608,4.450751,0.8953679
397,26.0,8.5,85.0,25.96498,0.202734,5.263986,8.602536,0.5480644,4.714744,0.8956605
398,26.0,9.0,85.0,25.96339,0.2137194,5.548879,9.093999,0.5464337,4.969268,0.8955445
399,26.0,9.5,85.0,25.96164,0.2250754,5.843327,9.602401,0.544755,5.230956,0.8952017
400,26.0,10.0,85.0,25.95987,0.2362819,6.133846,10.10395,0.5430774,5.487229,0.8945821
401,26.0,10.5,85.0,25.95769,0.2473982,6.421887,10.60203,0.5413574,5.739485,0.8937382
402,26.0,11.0,85.0,25.95595,0.258486,6.709251,11.0985,0.5396506,5.989315,0.8926949
403,26.0,11.5,85.0,25.9538,0.2696949,6.999607,11.6006,0.5379683,6.240753,0.8915863
404,26.0,12.0,85.0,25.95209,0.2811312,7.295941,12.11215,0.5363275,6.496078,0.8903689
405,26.5,8.0,85.0,25.96687,0.191404,4.970162,8.09584,0.5497473,4.450666,0.895477
406,26.5,8.5,85.0,25.96461,0.2027214,5.263581,8.602638,0.5480413,4.714602,0.8957023
407,26.5,9.0,85.0,25.96309,0.2137059,5.548466,9.093993,0.5463907,4.968874,0.8955401
408,26.5,9.5,85.0,25.96133,0.2250714,5.843153,9.602633,0.5447395,5.230934,0.8952246
409,26.5,10.0,85.0,25.95979,0.2362725,6.133585,10.10413,0.5430697,5.487248,0.8946233
410,26.5,10.5,85.0,25.95766,0.2474082,6.422138,10.60204,0.5413515,5.73943,0.8936947
411,26.5,11.0,85.0,25.9559,0.2584837,6.709178,11.0983,0.5396487,5.989181,0.8926846
412,26.5,11.5,85.0,25.95422,0.2697031,6.999935,11.60056,0.5379839,6.240917,0.8915678
413,26.5,12.0,85.0,25.9521,0.2811454,7.296312,12.11227,0.5363407,6.496301,0.8903541
414,27.0,8.0,85.0,26.96636,0.1918557,5.173649,8.099595,0.5720795,4.633612,0.8956177
415,27.0,8.5,85.0,26.96549,0.2031912,5.47915,8.606509,0.570394,4.909101,0.8959604
416,27.0,9.0,85.0,26.96407,0.2141707,5.774915,9.097716,0.568735,5.17419,0.8959768
417,27.0,9.5,85.0,26.96233,0.2255223,6.080608,9.606199,0.5671037,5.447711,0.8959156
418,27.0,10.0,85.0,26.96,0.2367171,6.381893,10.10763,0.565418,5.715036,0.895508
419,27.0,10.5,85.0,26.95784,0.2478471,6.681424,10.60558,0.5637245,5.978628,0.8948134
420,27.0,11.0,85.0,26.95599,0.2589502,6.980259,11.10259,0.5619904,6.239551,0.8938853
421,27.0,11.5,85.0,26.95457,0.2701531,7.281861,11.6041,0.5603518,6.502381,0.892956
422,27.0,12.0,85.0,26.95183,0.281588,7.589313,12.11607,0.558699,6.769237,0.8919433
423,27.5,8.0,85.0,26.96697,0.191867,5.174072,8.099565,0.5721034,4.633788,0.8955786
424,27.5,8.5,85.0,26.96533,0.2031901,5.479089,8.606541,0.57041,4.909257,0.8959987
425,27.5,9.0,85.0,26.96284,0.2141693,5.774613,9.097867,0.5687687,5.174582,0.8960916
426,27.5,9.5,85.0,26.96039,0.225514,6.079947,9.606057,0.5670788,5.447391,0.8959602
427,27.5,10.0,85.0,26.95824,0.2367101,6.381289,10.10768,0.5654052,5.714933,0.8955767
428,27.5,10.5,85.0,26.95642,0.2478423,6.680943,10.60558,0.5637228,5.978608,0.8948748
429,27.5,11.0,85.0,26.95498,0.2589349,6.979584,11.1024,0.5619999,6.239547,0.8939711
430,27.5,11.5,85.0,26.95323,0.2701496,7.281404,11.60404,0.56034,6.502211,0.8929886
431,27.5,12.0,85.0,26.9511,0.2815887,7.589126,12.11603,0.5586865,6.769063,0.8919424
432,28.0,8.0,85.0,27.97616,0.1923091,5.380069,8.10299,0.5948086,4.819728,0.8958488
433,28.0,8.5,85.0,27.97441,0.2036318,5.696481,8.610284,0.5931356,5.107066,0.89653
434,28.0,9.0,85.0,27.97285,0.214621,6.00356,9.101577,0.5914769,5.383373,0.8966967
435,28.0,9.5,85.0,27.9706,0.2259587,6.320201,9.609526,0.589824,5.667929,0.8967956
436,28.0,10.0,85.0,27.96901,0.2371614,6.633169,10.11122,0.5881475,5.946888,0.896538
437,28.0,10.5,85.0,27.96688,0.2482847,6.943747,10.60914,0.5864189,6.2214,0.8959715
438,28.0,11.0,85.0,27.96509,0.2593966,7.254051,11.10611,0.5847244,6.494011,0.8952255
439,28.0,11.5,85.0,27.96341,0.2705924,7.566688,11.60768,0.5830706,6.768094,0.8944593
440,28.0,12.0,85.0,27.96178,0.2820251,7.885925,12.11977,0.5814341,7.046845,0.8935978
441,28.5,8.0,85.0,27.97632,0.1923039,5.379957,8.103135,0.5948137,4.819856,0.8958912
442,28.5,8.5,85.0,27.97398,0.2036391,5.696595,8.610624,0.5931395,5.107301,0.8965533
443,28.5,9.0,85.0,27.9726,0.2146149,6.003338,9.101772,0.5914729,5.383451,0.8967429
444,28.5,9.5,85.0,27.97048,0.2259538,6.320034,9.609716,0.5898367,5.668163,0.8968564
445,28.5,10.0,85.0,27.96889,0.2371561,6.632995,10.11152,0.5881362,5.946952,0.8965712
446,28.5,10.5,85.0,27.96656,0.2482741,6.943372,10.60929,0.5864506,6.221823,0.896081
447,28.5,11.0,85.0,27.9646,0.2593873,7.253664,11.10658,0.5847405,6.494464,0.8953357
448,28.5,11.5,85.0,27.96278,0.2705777,7.566104,11.60781,0.5830595,6.768045,0.8945218
449,28.5,12.0,85.0,27.96138,0.2820055,7.885262,12.11972,0.5814304,7.046774,0.8936639
450,29.0,8.0,85.0,28.96961,0.1927392,5.583581,8.106874,0.6171802,5.003402,0.8960919
451,29.0,8.5,85.0,28.96733,0.204093,5.912028,8.614402,0.615484,5.302026,0.8968203
452,29.0,9.0,85.0,28.96634,0.2150606,6.229519,9.10581,0.6138251,5.589375,0.8972402
453,29.0,9.5,85.0,28.96448,0.2263975,6.557485,9.613235,0.6121706,5.884941,0.8974386
454,29.0,10.0,85.0,28.96262,0.2376125,6.881879,10.11495,0.6105145,6.175321,0.8973306
455,29.0,10.5,85.0,28.96062,0.248724,7.203201,10.61279,0.6088015,6.461082,0.8969738
456,29.0,11.0,85.0,28.95854,0.2598354,7.524454,11.1101,0.6070989,6.74493,0.8964013
457,29.0,11.5,85.0,28.9565,0.2710181,7.847736,11.61111,0.6054201,7.0296,0.8957488
458,29.0,12.0,85.0,28.95416,0.282443,8.177902,12.12318,0.6037658,7.319563,0.8950416
459,29.5,8.0,85.0,28.96919,0.1927378,5.583458,8.106651,0.6171551,5.003061,0.8960507
460,29.5,8.5,85.0,28.96725,0.2040791,5.91161,8.61434,0.6154665,5.301838,0.8968517
461,29.5,9.0,85.0,28.96524,0.21507,6.229556,9.105803,0.613811,5.589242,0.8972136
462,29.5,9.5,85.0,28.96375,0.2264009,6.557418,9.613192,0.6121624,5.884834,0.8974316
463,29.5,10.0,85.0,28.96262,0.2376068,6.881713,10.11494,0.6105162,6.175337,0.8973545
464,29.5,10.5,85.0,28.9604,0.2487207,7.203051,10.61267,0.60879,6.460886,0.8969651
465,29.5,11.0,85.0,28.95931,0.2598317,7.524547,11.11016,0.6071033,6.745015,0.8964014
466,29.5,11.5,85.0,28.95738,0.2710155,7.847898,11.61103,0.6054444,7.029835,0.8957602
467,29.5,12.0,85.0,28.95523,0.2824634,8.178793,12.12325,0.6037846,7.31983,0.8949768
468,30.0,8.0,85.0,29.98173,0.1931963,5.792358,8.110159,0.6399317,5.189948,0.8959991
469,30.0,8.5,85.0,29.97988,0.2045369,6.131993,8.618129,0.6382296,5.500345,0.8969914
470,30.0,9.0,85.0,29.97724,0.2155225,6.460769,9.109811,0.6365692,5.799025,0.8975751
471,30.0,9.5,85.0,29.97595,0.2268419,6.7998,9.616728,0.6349019,6.105679,0.8979203
472,30.0,10.0,85.0,29.9739,0.2380486,7.135246,10.1185,0.6332469,6.40751,0.8980082
473,30.0,10.5,85.0,29.97216,0.2491681,7.468107,10.61611,0.631551,6.704614,0.8977662
474,30.0,11.0,85.0,29.97058,0.2603,7.80134,11.11417,0.629837,7.000118,0.8972968
475,30.0,11.5,85.0,29.96908,0.2714668,8.135609,11.61459,0.6281846,7.296104,0.8968111
476,30.0,12.0,85.0,29.96693,0.2829111,8.477976,12.1267,0.6265345,7.597798,0.8961807
477,30.5,8.0,85.0,29.98141,0.193204,5.792526,8.110148,0.639897,5.18966,0.8959233
478,30.5,8.5,85.0,29.97913,0.2045324,6.131705,8.618034,0.6381979,5.500011,0.8969791
479,30.5,9.0,85.0,29.97769,0.2155152,6.460649,9.109652,0.6365789,5.799012,0.8975897
480,30.5,9.5,85.0,29.97558,0.2268507,6.799983,9.616792,0.6349237,6.105929,0.8979329
481,30.5,10.0,85.0,29.97426,0.2380611,7.135705,10.11876,0.6332551,6.407758,0.8979852
482,30.5,10.5,85.0,29.97189,0.2491682,7.468043,10.61629,0.6315483,6.704698,0.897785
483,30.5,11.0,85.0,29.97025,0.2602796,7.800643,11.11413,0.6298262,6.999969,0.897358
484,30.5,11.5,85.0,29.96851,0.2714601,8.135254,11.61462,0.6281717,7.295979,0.8968347
485,30.5,12.0,85.0,29.96671,0.2828974,8.477507,12.12689,0.6265212,7.597756,0.8962253
486,31.0,8.0,85.0,30.97011,0.192745,5.969336,8.074001,0.6642482,5.363141,0.8984485
487,31.0,8.5,85.0,30.96793,0.2040881,6.320187,8.581973,0.6625891,5.686322,0.8997079
488,31.0,9.0,85.0,30.96678,0.2150782,6.660279,9.074246,0.6610169,5.99823,0.9005973
489,31.0,9.5,85.0,30.96484,0.2263984,7.010389,9.580866,0.6594127,6.317745,0.9011975
490,31.0,10.0,85.0,30.96341,0.2376133,7.357316,10.08293,0.6577491,6.63204,0.901421
491,31.0,10.5,85.0,30.96198,0.2487351,7.701332,10.58046,0.6560284,6.941083,0.9012835
492,31.0,11.0,85.0,30.96013,0.2598622,8.045367,11.07885,0.6541846,7.24761,0.9008425
493,31.0,11.5,85.0,30.95813,0.2710372,8.390804,11.57897,0.6525411,7.555756,0.9004806
494,31.0,12.0,85.0,30.95596,0.2824813,8.744481,12.09158,0.6508792,7.870158,0.9000143
495,31.5,8.0,85.0,30.97049,0.1927485,5.969514,8.074166,0.6642883,5.363575,0.8984942
496,31.5,8.5,85.0,30.96853,0.2041128,6.321073,8.582338,0.6626759,5.687309,0.899738
497,31.5,9.0,85.0,30.96671,0.2151074,6.661169,9.074498,0.6610195,5.99842,0.9005057
498,31.5,9.5,85.0,30.96482,0.2264247,7.011199,9.580979,0.6593266,6.316994,0.9009863
499,31.5,10.0,85.0,30.96271,0.2376307,7.357692,10.0829,0.6576605,6.631125,0.9012508
500,31.5,10.5,85.0,30.96077,0.2487463,7.701376,10.5805,0.6559196,6.939959,0.9011323
501,31.5,11.0,85.0,30.9588,0.2598693,8.045241,11.07891,0.6541911,7.247722,0.9008706
502,31.5,11.5,85.0,30.95703,0.2710455,8.390765,11.57902,0.6526178,7.556674,0.9005942
503,31.5,12.0,85.0,30.95537,0.2824762,8.744153,12.09145,0.6509249,7.870628,0.9001018
504,32.0,8.0,85.0,31.96268,0.193184,6.174678,8.076349,0.6865817,5.545074,0.8980345
505,32.0,8.5,85.0,31.96074,0.2045217,6.536667,8.584619,0.6849462,5.880002,0.8995412
506,32.0,9.0,85.0,31.95894,0.2155216,6.887841,9.076848,0.6833441,6.202611,0.900516
507,32.0,9.5,85.0,31.95722,0.2268354,7.24903,9.582913,0.6817131,6.532798,0.9011962
508,32.0,10.0,85.0,31.95541,0.2380451,7.606831,10.08512,0.6799549,6.85743,0.9014831
509,32.0,10.5,85.0,31.9536,0.2491529,7.961333,10.58243,0.6782791,7.177838,0.9015875
510,32.0,11.0,85.0,31.95177,0.2602893,8.316702,11.08136,0.6765554,7.497151,0.9014573
511,32.0,11.5,85.0,31.94998,0.2714531,8.672921,11.58105,0.6748959,7.816,0.9011958
512,32.0,12.0,85.0,31.94813,0.2829075,9.038366,12.09386,0.6731313,8.140757,0.9006889
513,32.5,8.0,85.0,31.96233,0.1931775,6.174401,8.076101,0.6866217,5.545226,0.8980994
514,32.5,8.5,85.0,31.96009,0.2045274,6.536713,8.584229,0.6848816,5.87918,0.8994093
515,32.5,9.0,85.0,31.95867,0.2155253,6.887901,9.076848,0.6832473,6.201732,0.9003804
516,32.5,9.5,85.0,31.95691,0.2268365,7.248994,9.582993,0.6815856,6.53163,0.9010395
517,32.5,10.0,85.0,31.95462,0.2380496,7.606785,10.08492,0.679906,6.8568,0.9014058
518,32.5,10.5,85.0,31.95328,0.2491491,7.961129,10.58219,0.6782326,7.177187,0.9015288
519,32.5,11.0,85.0,31.95152,0.2602848,8.316497,11.08117,0.6765297,7.496737,0.9014298
520,32.5,11.5,85.0,31.94965,0.2714513,8.672775,11.58109,0.6747785,7.814671,0.9010577
521,32.5,12.0,85.0,31.94769,0.2828963,9.037885,12.09368,0.6731609,8.140993,0.9007632
522,33.0,8.0,85.0,32.97388,0.1936067,6.383965,8.078353,0.7094001,5.730784,0.8976842
523,33.0,8.5,85.0,32.97239,0.2049543,6.757831,8.586637,0.707697,6.076737,0.8992142
524,33.0,9.0,85.0,32.97073,0.2159826,7.121105,9.079961,0.706011,6.410552,0.9002188
525,33.0,9.5,85.0,32.96968,0.2272682,7.492959,9.585399,0.7043532,6.751506,0.9010466
526,33.0,10.0,85.0,32.96747,0.2384713,7.861795,10.08735,0.7026685,7.088065,0.9015835
527,33.0,10.5,85.0,32.96515,0.249568,8.227049,10.58465,0.7010099,7.419943,0.9018961
528,33.0,11.0,85.0,32.96375,0.2607285,8.59459,11.08406,0.6993607,7.751756,0.9019344
529,33.0,11.5,85.0,32.96156,0.2718808,8.961614,11.58354,0.6976746,8.081543,0.9017956
530,33.0,12.0,85.0,32.95996,0.2833332,9.338654,12.09612,0.6959525,8.418325,0.9014496
531,33.5,8.0,85.0,32.97475,0.1936275,6.384818,8.078584,0.7093994,5.730942,0.897589
532,33.5,8.5,85.0,32.97268,0.2049767,6.758631,8.586897,0.7076209,6.076268,0.8990383
533,33.5,9.0,85.0,32.97131,0.2159828,7.121234,9.079984,0.7059091,6.409643,0.9000747
