,set_voltage_in,set_voltage_out,phase,measured_voltage_in,measured_current_in,measured_power_in,measured_voltage_out,measured_current_out,measured_power_out,wirkung
63,28.5,8.0,60.0,27.97843,0.1681266,4.703918,8.093131,0.5311882,4.298975,0.9139138
64,28.5,8.5,60.0,27.97707,0.1779617,4.978847,8.599728,0.5291573,4.550609,0.9139885
65,28.5,9.0,60.0,27.97529,0.1875099,5.245645,9.09116,0.5271778,4.792657,0.9136451
66,28.5,9.5,60.0,27.97381,0.1973902,5.521755,9.599827,0.5252711,5.042511,0.913208
67,28.5,10.0,60.0,27.97206,0.2071339,5.79396,10.10139,0.5233607,5.286669,0.9124449
68,28.5,10.5,60.0,27.97101,0.2168188,6.064641,10.59943,0.5214205,5.526761,0.9113089
69,28.5,11.0,60.0,27.96918,0.226465,6.334042,11.09553,0.5195262,5.764419,0.9100697
70,28.5,11.5,60.0,27.96696,0.2362518,6.607244,11.59791,0.5176794,6.003997,0.9086992
71,28.5,12.0,60.0,27.96593,0.2461943,6.885054,12.10959,0.5158788,6.247081,0.9073395
72,29.0,8.0,60.0,28.97187,0.168556,4.883384,8.0966,0.5514392,4.464782,0.9142803
73,29.0,8.5,60.0,28.97079,0.1783772,5.167729,8.603261,0.549379,4.726451,0.9146089
74,29.0,9.0,60.0,28.96872,0.187918,5.443744,9.09491,0.5474119,4.978662,0.9145657
75,29.0,9.5,60.0,28.967,0.1977877,5.729316,9.603474,0.5454813,5.238515,0.9143351
76,29.0,10.0,60.0,28.96552,0.2075352,6.011364,10.10472,0.5435375,5.492296,0.9136524
77,29.0,10.5,60.0,28.9638,0.2172021,6.290998,10.60259,0.541602,5.742386,0.9127942
78,29.0,11.0,60.0,28.96228,0.2268545,6.570224,11.09914,0.5396981,5.990186,0.9117172
79,29.0,11.5,60.0,28.96122,0.2366155,6.852674,11.60111,0.5378594,6.239767,0.9105593
80,29.0,12.0,60.0,28.95967,0.2465727,7.140663,12.11291,0.5360653,6.493309,0.9093426
81,29.5,8.0,60.0,28.97224,0.1685551,4.883418,8.096828,0.5514603,4.465079,0.9143348
82,29.5,8.5,60.0,28.96994,0.1783773,5.167579,8.603436,0.5493658,4.726434,0.9146321
83,29.5,9.0,60.0,28.96913,0.1879095,5.443574,9.094732,0.5474237,4.978672,0.914596
84,29.5,9.5,60.0,28.96769,0.1977871,5.729436,9.603309,0.5454758,5.238372,0.9142911
85,29.5,10.0,60.0,28.9663,0.207531,6.011405,10.10472,0.5435572,5.492493,0.9136788
86,29.5,10.5,60.0,28.9648,0.2172116,6.291491,10.60268,0.5416182,5.742604,0.9127573
87,29.5,11.0,60.0,28.96282,0.2268716,6.570843,11.09913,0.5397198,5.990421,0.9116669
88,29.5,11.5,60.0,28.96078,0.2366187,6.852663,11.60117,0.5378727,6.239954,0.9105883
89,29.5,12.0,60.0,28.95916,0.2465758,7.140628,12.11288,0.5360547,6.493166,0.9093271
90,30.0,8.0,60.0,29.984,0.1689849,5.066844,8.100033,0.5720972,4.634007,0.9145745
91,30.0,8.5,60.0,29.98231,0.1788009,5.360864,8.606898,0.5699686,4.905662,0.9150881
92,30.0,9.0,60.0,29.97973,0.188328,5.646025,9.098227,0.5679549,5.167382,0.9152249
93,30.0,9.5,60.0,29.97864,0.1981912,5.941502,9.606456,0.5660427,5.437665,0.9152004
94,30.0,10.0,60.0,29.97737,0.2079329,6.233281,10.10791,0.5641134,5.702006,0.914768
95,30.0,10.5,60.0,29.9757,0.2175928,6.522495,10.6058,0.5621924,5.962502,0.9141442
96,30.0,11.0,60.0,29.97428,0.2272564,6.811846,11.10264,0.5602759,6.220539,0.9131943
97,30.0,11.5,60.0,29.97298,0.2370209,7.104224,11.60426,0.558403,6.479852,0.9121127
98,30.0,12.0,60.0,29.97128,0.2469698,7.401999,12.11603,0.5565814,6.743555,0.9110451
99,30.5,8.0,60.0,29.9838,0.1689704,5.066374,8.099629,0.5721043,4.633833,0.9146252
100,30.5,8.5,60.0,29.98232,0.1787954,5.360699,8.60684,0.5699781,4.905711,0.9151251
101,30.5,9.0,60.0,29.98061,0.1883395,5.646534,9.0982,0.5679911,5.167697,0.915198
102,30.5,9.5,60.0,29.97969,0.1981953,5.941836,9.606322,0.5660346,5.437511,0.9151231
103,30.5,10.0,60.0,29.97811,0.2079409,6.233675,10.10776,0.5641087,5.701877,0.9146895
104,30.5,10.5,60.0,29.97664,0.2176174,6.523438,10.60581,0.5621679,5.962248,0.9139733
105,30.5,11.0,60.0,29.97495,0.2272692,6.812383,11.1024,0.5602421,6.220033,0.913048
106,30.5,11.5,60.0,29.97309,0.2370191,7.104194,11.60401,0.5583937,6.479608,0.912082
107,30.5,12.0,60.0,29.97103,0.2469701,7.40195,12.11595,0.5565561,6.743207,0.9110041
108,31.0,8.0,60.0,30.97254,0.1693881,5.246379,8.103213,0.5922567,4.799182,0.9147609
109,31.0,8.5,60.0,30.97097,0.1792122,5.550375,8.610473,0.5901499,5.08147,0.9155182
110,31.0,9.0,60.0,30.96989,0.1887381,5.8452,9.101643,0.5881336,5.352982,0.915791
111,31.0,9.5,60.0,30.96812,0.198605,6.150426,9.609825,0.5861563,5.63286,0.9158487
112,31.0,10.0,60.0,30.96628,0.2083262,6.451087,10.11128,0.5842162,5.907175,0.9156867
113,31.0,10.5,60.0,30.96519,0.2179954,6.750268,10.609,0.5822789,6.177397,0.9151335
114,31.0,11.0,60.0,30.96345,0.2276527,7.048913,11.10606,0.580356,6.445468,0.9143919
115,31.0,11.5,60.0,30.96168,0.2373875,7.349916,11.60744,0.5784749,6.714613,0.9135633
116,31.0,12.0,60.0,30.96031,0.2473454,7.65789,12.11942,0.5766402,6.988545,0.9125941
117,31.5,8.0,60.0,30.97258,0.1693825,5.246212,8.103287,0.5922549,4.799212,0.9147956
118,31.5,8.5,60.0,30.97098,0.1792164,5.550506,8.610579,0.5901458,5.081498,0.9155016
119,31.5,9.0,60.0,30.96972,0.1887468,5.845437,9.10189,0.5881422,5.353205,0.9157922
120,31.5,9.5,60.0,30.96789,0.1985903,6.149922,9.609776,0.5861761,5.633021,0.9159499
121,31.5,10.0,60.0,30.96664,0.2083375,6.451511,10.11127,0.5842274,5.907281,0.915643
122,31.5,10.5,60.0,30.9652,0.2179902,6.750108,10.60903,0.5822686,6.177304,0.9151415
123,31.5,11.0,60.0,30.96334,0.2276463,7.048691,11.10596,0.5803506,6.445348,0.9144035
124,31.5,11.5,60.0,30.96209,0.2373977,7.350331,11.6075,0.5784849,6.714764,0.9135323
125,31.5,12.0,60.0,30.9605,0.247356,7.658266,12.11956,0.5766501,6.988747,0.9125756
126,32.0,8.0,60.0,31.96588,0.1698045,5.427951,8.106312,0.6125375,4.96542,0.9147872
127,32.0,8.5,60.0,31.96376,0.179621,5.741361,8.613758,0.6103759,5.257631,0.9157465
128,32.0,9.0,60.0,31.96216,0.189143,6.045419,9.105215,0.6083364,5.539034,0.9162366
129,32.0,9.5,60.0,31.96019,0.1989876,6.359682,9.612874,0.6063514,5.82878,0.9165207
130,32.0,10.0,60.0,31.95894,0.2087218,6.670528,10.1144,0.6043808,6.112949,0.9164116
131,32.0,10.5,60.0,31.95716,0.2183788,6.978764,10.61205,0.6024274,6.392987,0.9160629
132,32.0,11.0,60.0,31.95573,0.228053,7.2876,11.10967,0.600498,6.671336,0.9154366
133,32.0,11.5,60.0,31.95401,0.2377852,7.598191,11.61051,0.598637,6.950481,0.9147547
134,32.0,12.0,60.0,31.95204,0.24774,7.9158,12.12275,0.5967871,7.2347,0.9139569
135,32.5,8.0,60.0,31.96469,0.1697982,5.427546,8.106461,0.6125059,4.965255,0.914825
136,32.5,8.5,60.0,31.9633,0.1796299,5.741565,8.614002,0.6103516,5.25757,0.9157032
137,32.5,9.0,60.0,31.96123,0.1891544,6.045607,9.105388,0.6083076,5.538877,0.916182
138,32.5,9.5,60.0,31.95994,0.1989947,6.359859,9.612966,0.6063197,5.828531,0.9164559
139,32.5,10.0,60.0,31.95887,0.2087233,6.67056,10.11456,0.604389,6.113127,0.9164339
140,32.5,10.5,60.0,31.95724,0.2183809,6.978853,10.61222,0.6024256,6.393071,0.9160633
141,32.5,11.0,60.0,31.95588,0.2280524,7.287615,11.10948,0.6005076,6.671325,0.9154332
142,32.5,11.5,60.0,31.95377,0.2377848,7.598121,11.61051,0.5986282,6.950376,0.9147493
143,32.5,12.0,60.0,31.95258,0.2477431,7.916032,12.12255,0.5967882,7.234594,0.9139167
144,33.0,8.0,60.0,32.97732,0.1702221,5.613467,8.109913,0.6331722,5.134971,0.9147593
145,33.0,8.5,60.0,32.97602,0.180065,5.937827,8.61754,0.6309849,5.437538,0.9157454
146,33.0,9.0,60.0,32.97416,0.1895869,6.251469,9.108979,0.6289579,5.729165,0.916451
147,33.0,9.5,60.0,32.97296,0.1994203,6.575477,9.61627,0.6269719,6.029131,0.9169117
148,33.0,10.0,60.0,32.97107,0.2091492,6.895872,10.11788,0.6249697,6.323369,0.9169788
149,33.0,10.5,60.0,32.9698,0.2188055,7.213974,10.61559,0.6230155,6.61368,0.9167874
150,33.0,11.0,60.0,32.96779,0.2284735,7.532267,11.11324,0.6210678,6.902073,0.9163342
151,33.0,11.5,60.0,32.96655,0.238195,7.852465,11.61394,0.6191995,7.191348,0.9158077
152,33.0,12.0,60.0,32.96512,0.2481517,8.180349,12.12592,0.6173562,7.48601,0.915121
153,33.5,8.0,60.0,32.97743,0.1702216,5.613471,8.109597,0.6331701,5.134754,0.91472
154,33.5,8.5,60.0,32.97567,0.1800654,5.937776,8.617442,0.6310082,5.437677,0.9157766
155,33.5,9.0,60.0,32.97484,0.1895789,6.251335,9.109029,0.6289615,5.729228,0.9164809
156,33.5,9.5,60.0,32.9731,0.199411,6.575199,9.616188,0.6269442,6.028813,0.9169021
157,33.5,10.0,60.0,32.97102,0.209151,6.895921,10.1179,0.6249903,6.323588,0.9170042
158,33.5,10.5,60.0,32.96955,0.2188107,7.214092,10.61546,0.6230357,6.613811,0.9167904
159,33.5,11.0,60.0,32.96834,0.2284689,7.532239,11.11312,0.6210768,6.902101,0.9163411
160,33.5,11.5,60.0,32.96628,0.2381937,7.85236,11.61386,0.6192008,7.19131,0.9158151
161,33.5,12.0,60.0,32.96442,0.2481468,8.180016,12.12607,0.6173534,7.48607,0.9151657
162,34.0,8.0,60.0,33.97148,0.1698915,5.771464,8.073793,0.6557902,5.294714,0.9173954
163,34.0,8.5,60.0,33.96944,0.1797032,6.104416,8.581658,0.6536049,5.609014,0.9188452
164,34.0,9.0,60.0,33.9686,0.1892236,6.427662,9.0735,0.6514376,5.910819,0.9195909
165,34.0,9.5,60.0,33.96693,0.1990357,6.760633,9.580425,0.6494702,6.222201,0.9203578
166,34.0,10.0,60.0,33.96521,0.2087748,7.091079,10.0823,0.6474969,6.528257,0.9206296
167,34.0,10.5,60.0,33.96388,0.2184272,7.418634,10.57986,0.645541,6.829732,0.9206185
168,34.0,11.0,60.0,33.9625,0.2280953,7.746686,11.07813,0.6435635,7.12948,0.9203265
169,34.0,11.5,60.0,33.96086,0.2378122,8.076307,11.57847,0.6417024,7.429931,0.9199663
170,34.0,12.0,60.0,33.95942,0.2477626,8.413876,12.091,0.6398326,7.736213,0.919459
171,34.5,8.0,60.0,33.97138,0.1698581,5.770314,8.073861,0.6558027,5.29486,0.9176033
172,34.5,8.5,60.0,33.96985,0.1796758,6.103559,8.58186,0.6536034,5.609133,0.9189938
173,34.5,9.0,60.0,33.96818,0.1892032,6.426889,9.073798,0.6514731,5.911335,0.9197818
174,34.5,9.5,60.0,33.96652,0.1990305,6.760374,9.580607,0.6494902,6.22251,0.9204388
175,34.5,10.0,60.0,33.96494,0.2087677,7.090783,10.08247,0.6475072,6.528474,0.9206987
176,34.5,10.5,60.0,33.96384,0.2184213,7.418426,10.58002,0.6454807,6.829198,0.9205723
177,34.5,11.0,60.0,33.96255,0.2280962,7.746729,11.07835,0.6435198,7.129137,0.9202769
178,34.5,11.5,60.0,33.96073,0.2378083,8.076144,11.57853,0.6415535,7.428246,0.9197763
179,34.5,12.0,60.0,33.95979,0.2477468,8.413428,12.09099,0.6397651,7.735394,0.9194104
180,35.0,8.0,60.0,34.98307,0.1702513,5.955914,8.075795,0.6764721,5.46305,0.9172478
181,35.0,8.5,60.0,34.98153,0.1800629,6.298878,8.583944,0.6741908,5.787217,0.9187694
182,35.0,9.0,60.0,34.98016,0.1895928,6.631986,9.076382,0.6721431,6.100627,0.9198795
183,35.0,9.5,60.0,34.97829,0.199399,6.974635,9.582726,0.6700594,6.420996,0.9206211
184,35.0,10.0,60.0,34.9766,0.2091213,7.314351,10.08477,0.6680619,6.737252,0.9211004
185,35.0,10.5,60.0,34.97563,0.2187666,7.651498,10.58204,0.6661168,7.048873,0.9212409
186,35.0,11.0,60.0,34.97346,0.2284419,7.989406,11.08048,0.6641062,7.358613,0.9210463
187,35.0,11.5,60.0,34.97237,0.2381407,8.328342,11.58048,0.6622033,7.668633,0.9207874
188,35.0,12.0,60.0,34.97073,0.2480901,8.675889,12.09305,0.6603457,7.985592,0.920435
189,25.0,8.0,65.0,34.98236,0.1762267,6.164825,8.078231,0.6975115,5.634659,0.9140014
190,25.0,8.5,65.0,34.9805,0.1876962,6.565707,8.586663,0.6997604,6.008607,0.9151501
191,25.0,9.0,65.0,34.97914,0.197676,6.914538,9.079528,0.6977375,6.335127,0.9162039
192,25.0,9.5,65.0,34.97737,0.2079098,7.272138,9.585053,0.6958762,6.670011,0.9172007
193,25.0,10.0,65.0,34.97554,0.2180846,7.627628,10.08717,0.6938651,6.999138,0.9176035
194,25.0,10.5,65.0,34.97323,0.2281596,7.979476,10.5845,0.6921071,7.325605,0.9180559
195,25.0,11.0,65.0,34.97201,0.2382838,8.333263,11.08363,0.6902844,7.650854,0.9181103
196,25.0,11.5,65.0,34.97053,0.2483995,8.686662,11.58315,0.6884371,7.974271,0.9179903
197,25.0,12.0,65.0,34.96922,0.2587816,9.049392,12.09556,0.6864831,8.303399,0.9175643
198,25.5,8.0,65.0,25.4772,0.1742297,4.438884,8.08811,0.4992359,4.037875,0.9096599
199,25.5,8.5,65.0,25.47514,0.1845044,4.700275,8.594199,0.4973294,4.274148,0.90934
200,25.5,9.0,65.0,25.47353,0.1944792,4.95407,9.085904,0.4955124,4.502178,0.9087838
201,25.5,9.5,65.0,25.47165,0.204818,5.217051,9.595009,0.4937155,4.737204,0.9080234
202,25.5,10.0,65.0,25.46992,0.2150123,5.476346,10.09654,0.4918696,4.966183,0.9068424
203,25.5,10.5,65.0,25.46844,0.2251138,5.733297,10.59436,0.4900342,5.1916,0.9055174
204,25.5,11.0,65.0,25.46713,0.2352,5.989871,11.09039,0.4882025,5.414355,0.9039184
205,25.5,11.5,65.0,25.46523,0.2454228,6.249749,11.59296,0.4864101,5.638934,0.9022658
206,25.5,12.0,65.0,25.46367,0.2558155,6.514004,12.10491,0.4846666,5.866846,0.9006513
207,26.0,8.0,65.0,25.47641,0.1742285,4.438717,8.088413,0.4992286,4.037967,0.9097148
208,26.0,8.5,65.0,25.47449,0.1844993,4.700025,8.594161,0.497361,4.274401,0.9094422
209,26.0,9.0,65.0,25.47327,0.194479,4.954018,9.086118,0.4955074,4.502239,0.9088056
210,26.0,9.5,65.0,25.47145,0.2048143,5.216916,9.595056,0.4936863,4.736947,0.9079976
211,26.0,10.0,65.0,25.47008,0.2150013,5.4761,10.09665,0.4918627,4.966165,0.9068799
212,26.0,10.5,65.0,25.4684,0.2251161,5.733347,10.59449,0.4900525,5.191855,0.9055539
213,26.0,11.0,65.0,25.46678,0.2351981,5.989738,11.09049,0.4881924,5.414292,0.903928
214,26.0,11.5,65.0,25.46527,0.2454184,6.249645,11.5931,0.4864112,5.639014,0.9022936
215,26.0,12.0,65.0,25.4632,0.2558105,6.513753,12.10497,0.484658,5.86677,0.9006742
216,26.5,8.0,65.0,26.46999,0.1746214,4.622228,8.091743,0.5201494,4.208915,0.9105815
217,26.5,8.5,65.0,26.46806,0.1848996,4.893934,8.59797,0.5182256,4.455688,0.9104511
218,26.5,9.0,65.0,26.46679,0.194875,5.157714,9.089532,0.5163971,4.693808,0.9100558
219,26.5,9.5,65.0,26.46498,0.2052105,5.430891,9.598493,0.5145893,4.939281,0.909479
220,26.5,10.0,65.0,26.46329,0.2154,5.700191,10.10007,0.5127319,5.178626,0.9085004
221,26.5,10.5,65.0,26.46183,0.2255067,5.96732,10.59789,0.5109224,5.414697,0.9073918
222,26.5,11.0,65.0,26.45988,0.235594,6.233789,11.09412,0.509069,5.64767,0.9059771
223,26.5,11.5,65.0,26.45865,0.245806,6.503695,11.59647,0.5072646,5.88248,0.9044826
224,26.5,12.0,65.0,26.45667,0.2561979,6.778142,12.10807,0.5055265,6.120952,0.9030426
225,27.0,8.0,65.0,26.4697,0.1746215,4.62218,8.091638,0.5201455,4.208829,0.9105723
226,27.0,8.5,65.0,26.46858,0.1849,4.894042,8.598058,0.5182577,4.45601,0.910497
227,27.0,9.0,65.0,26.46703,0.1948626,5.157434,9.08953,0.5163978,4.693813,0.9101064
228,27.0,9.5,65.0,26.46484,0.2051923,5.43038,9.59835,0.5145988,4.9393,0.9095679
229,27.0,10.0,65.0,26.46343,0.2153694,5.699412,10.09992,0.5127542,5.178778,0.9086511
230,27.0,10.5,65.0,26.46158,0.2254972,5.967013,10.59788,0.510911,5.414575,0.907418
231,27.0,11.0,65.0,26.46001,0.2355758,6.233338,11.09404,0.5090561,5.647489,0.9060135
232,27.0,11.5,65.0,26.45867,0.2457932,6.503361,11.59649,0.5072687,5.882535,0.9045377
233,27.0,12.0,65.0,26.45663,0.2561894,6.777907,12.10816,0.5055378,6.121133,0.9031007
234,27.5,8.0,65.0,27.48188,0.1750213,4.809914,8.095296,0.5414631,4.383304,0.9113061
235,27.5,8.5,65.0,27.48001,0.1853192,5.092574,8.601924,0.5395257,4.640959,0.911319
236,27.5,9.0,65.0,27.47842,0.1952891,5.366235,9.093202,0.537681,4.889242,0.911112
237,27.5,9.5,65.0,27.47692,0.2055992,5.649232,9.601894,0.5358644,5.145313,0.9107986
238,27.5,10.0,65.0,27.47538,0.2157908,5.928935,10.10326,0.5340337,5.395478,0.9100249
239,27.5,10.5,65.0,27.47397,0.2258922,6.206157,10.60116,0.5321771,5.641693,0.9090478
240,27.5,11.0,65.0,27.4721,0.2359837,6.482966,11.09754,0.5303194,5.885242,0.907801
241,27.5,11.5,65.0,27.47059,0.2461885,6.762943,11.59981,0.5285386,6.130947,0.9065501
242,27.5,12.0,65.0,27.46866,0.2565863,7.04808,12.11162,0.5267751,6.380102,0.9052255
243,28.0,8.0,65.0,27.48183,0.1750341,4.810257,8.095183,0.5414315,4.382987,0.9111753
244,28.0,8.5,65.0,27.4802,0.1853152,5.092498,8.60185,0.5395334,4.640985,0.9113377
245,28.0,9.0,65.0,27.47846,0.1952973,5.366469,9.093271,0.5376702,4.889181,0.9110611
246,28.0,9.5,65.0,27.47735,0.2056151,5.649759,9.601841,0.5358668,5.145308,0.9107128
247,28.0,10.0,65.0,27.47556,0.2158002,5.92923,10.10337,0.5340342,5.395547,0.9099911
248,28.0,10.5,65.0,27.47435,0.2259205,6.20702,10.6015,0.5321663,5.64176,0.9089323
249,28.0,11.0,65.0,27.47261,0.2359937,6.483361,11.09766,0.5303299,5.88542,0.907773
250,28.0,11.5,65.0,27.4708,0.2461918,6.763085,11.59973,0.528554,6.131085,0.9065515
251,28.0,12.0,65.0,27.46912,0.2565892,7.048278,12.11158,0.526803,6.380417,0.9052448
252,28.5,8.0,65.0,28.47504,0.1754364,4.995558,8.098546,0.5623892,4.554535,0.9117168
253,28.5,8.5,65.0,28.47331,0.1857303,5.288355,8.605311,0.5604568,4.822906,0.9119859
254,28.5,9.0,65.0,28.47158,0.1956853,5.571469,9.096829,0.5585893,5.081392,0.912038
255,28.5,9.5,65.0,28.47001,0.2060017,5.864871,9.605037,0.5567442,5.347548,0.9117931
256,28.5,10.0,65.0,28.46821,0.2161895,6.154529,10.10648,0.5549088,5.608174,0.9112272
257,28.5,10.5,65.0,28.46698,0.2262963,6.44197,10.60447,0.5530612,5.864922,0.9104236
258,28.5,11.0,65.0,28.46508,0.2363805,6.728589,11.10104,0.5512058,6.118958,0.9093971
259,28.5,11.5,65.0,28.4637,0.2465598,7.018006,11.60284,0.5494029,6.374632,0.9083252
260,28.5,12.0,65.0,28.46187,0.2569529,7.313359,12.1148,0.5476508,6.634679,0.9072
261,29.0,8.0,65.0,28.47516,0.1754388,4.995647,8.098665,0.5623571,4.554342,0.911662
262,29.0,8.5,65.0,28.47355,0.1857172,5.288029,8.605589,0.5604492,4.822996,0.9120592
263,29.0,9.0,65.0,28.47239,0.1956868,5.571671,9.096682,0.5585936,5.081348,0.9119971
264,29.0,9.5,65.0,28.47014,0.2060091,5.865108,9.605321,0.5567405,5.347671,0.911777
265,29.0,10.0,65.0,28.46862,0.2161885,6.154591,10.10666,0.5549137,5.608324,0.9112424
266,29.0,10.5,65.0,28.46699,0.2263013,6.442116,10.60459,0.5530556,5.864926,0.9104037
267,29.0,11.0,65.0,28.46512,0.2363892,6.728845,11.10114,0.5512063,6.119017,0.9093711
