,set_voltage_in,set_voltage_out,phase,measured_voltage_in,measured_current_in,measured_power_in,measured_voltage_out,measured_current_out,measured_power_out,wirkung
68,28.5,10.5,5.0,27.98778,0.02245623,0.6284999,10.53552,0.02864074,0.3017449,0.4801035
69,28.5,11.0,5.0,27.98845,0.0219973,0.6156701,11.03079,0.02319642,0.2558749,0.4156038
70,28.5,11.5,5.0,27.98874,0.02169522,0.6072221,11.53063,0.01926578,0.2221467,0.365841
71,28.5,12.0,5.0,27.98876,0.02146498,0.600778,12.03461,0.01654829,0.1991523,0.3314906
72,29.0,8.0,5.0,28.97627,0.03046932,0.8828874,8.065811,0.07888839,0.6362988,0.7207021
73,29.0,8.5,5.0,28.97543,0.02944745,0.8532526,8.564768,0.07102843,0.608342,0.7129682
74,29.0,9.0,5.0,28.97685,0.027985,0.810917,9.05461,0.06179095,0.5594929,0.6899509
75,29.0,9.5,5.0,28.9784,0.02632604,0.7628865,9.556282,0.05191951,0.4961575,0.6503686
76,29.0,10.0,5.0,28.98069,0.02474232,0.7170497,10.04856,0.04220608,0.4241104,0.5914658
77,29.0,10.5,5.0,28.98052,0.02353523,0.6820633,10.53934,0.03376061,0.3558147,0.521674
78,29.0,11.0,5.0,28.9817,0.02285222,0.6622961,11.034,0.02737595,0.3020663,0.4560895
79,29.0,11.5,5.0,28.98144,0.02245939,0.6509054,11.53334,0.02276446,0.2625503,0.4033616
80,29.0,12.0,5.0,28.98145,0.0221916,0.6431445,12.03736,0.01957353,0.2356136,0.3663462
81,29.5,8.0,5.0,28.97454,0.03046767,0.8827867,8.0658,0.0789043,0.6364263,0.7209287
82,29.5,8.5,5.0,28.97646,0.0294541,0.8534757,8.564741,0.07111063,0.6090441,0.7136046
83,29.5,9.0,5.0,28.97765,0.02798825,0.8110338,9.05448,0.061742,0.5590417,0.6892951
84,29.5,9.5,5.0,28.9788,0.02632892,0.7629806,9.556077,0.05205674,0.4974582,0.6519933
85,29.5,10.0,5.0,28.97882,0.02474059,0.7169532,10.04858,0.0421811,0.4238603,0.5911967
86,29.5,10.5,5.0,28.98067,0.02353756,0.6821342,10.53961,0.03375806,0.3557966,0.5215933
87,29.5,11.0,5.0,28.98034,0.02284997,0.6621999,11.03398,0.02735589,0.3018444,0.4558206
88,29.5,11.5,5.0,28.9813,0.02245524,0.650782,11.53328,0.02280615,0.2630296,0.4041747
89,29.5,12.0,5.0,28.98046,0.02218992,0.6430743,12.03736,0.01963639,0.2363703,0.367563
90,30.0,8.0,5.0,29.98576,0.0314224,0.9422247,8.070324,0.08469533,0.6835188,0.7254307
91,30.0,8.5,5.0,29.98691,0.03098287,0.9290805,8.57047,0.07831364,0.6711847,0.7224182
92,30.0,9.0,5.0,29.9879,0.0296995,0.8906255,9.061048,0.06959447,0.6305988,0.7080404
93,30.0,9.5,5.0,29.98883,0.02807008,0.841789,9.562669,0.05979898,0.5718378,0.6793126
94,30.0,10.0,5.0,29.98992,0.02639327,0.7915321,10.05476,0.0496713,0.4994331,0.6309701
95,30.0,10.5,5.0,29.99119,0.02487438,0.7460123,10.54454,0.04001624,0.4219529,0.5656112
96,30.0,11.0,5.0,29.99176,0.0238475,0.7152284,11.03786,0.0323199,0.3567426,0.4987814
97,30.0,11.5,5.0,29.99231,0.02328604,0.6984021,11.53646,0.02680199,0.3092001,0.4427251
98,30.0,12.0,5.0,29.99268,0.02294125,0.6880695,12.04025,0.02301256,0.2770769,0.4026874
99,30.5,8.0,5.0,29.98585,0.03142252,0.9422308,8.070326,0.08465949,0.6832296,0.7251192
100,30.5,8.5,5.0,29.98581,0.03098066,0.9289801,8.570421,0.07828801,0.6709613,0.7222558
101,30.5,9.0,5.0,29.98702,0.02969843,0.8905674,9.060878,0.06957269,0.6303897,0.7078518
102,30.5,9.5,5.0,29.98842,0.02807089,0.8418018,9.562352,0.05987157,0.572513,0.6801044
103,30.5,10.0,5.0,29.98961,0.02639089,0.7914523,10.05452,0.049677,0.4994783,0.6310908
104,30.5,10.5,5.0,29.99103,0.02487472,0.7460185,10.54446,0.03999428,0.4217182,0.5652919
105,30.5,11.0,5.0,29.99165,0.02384811,0.7152443,11.03813,0.03226546,0.3561503,0.4979422
106,30.5,11.5,5.0,29.9915,0.02328557,0.698369,11.53658,0.0267632,0.3087558,0.4421098
107,30.5,12.0,5.0,29.99166,0.0229374,0.6879307,12.04017,0.02309075,0.2780164,0.4041344
108,31.0,8.0,5.0,30.97363,0.03189835,0.988008,8.019553,0.09112361,0.7307706,0.7396405
109,31.0,8.5,5.0,30.97342,0.03228119,0.999859,8.523719,0.08635601,0.7360743,0.7361781
110,31.0,9.0,5.0,30.9735,0.03142962,0.9734855,9.020027,0.0791418,0.7138612,0.7333043
111,31.0,9.5,5.0,30.97464,0.02978732,0.9226516,9.568685,0.0675396,0.6462651,0.7004433
112,31.0,10.0,5.0,30.97683,0.02810308,0.8705443,10.06101,0.05742315,0.5777351,0.6636482
113,31.0,10.5,5.0,30.97815,0.02642098,0.8184733,10.55013,0.04707778,0.4966766,0.606833
114,31.0,11.0,5.0,30.97928,0.0250226,0.7751822,11.04262,0.03785522,0.4180206,0.5392547
115,31.0,11.5,5.0,30.98037,0.02418491,0.7492576,11.54029,0.03125484,0.36069,0.4813966
116,31.0,12.0,5.0,30.97977,0.02371964,0.7348291,12.04329,0.02667726,0.321282,0.43722
117,31.5,8.0,5.0,30.97378,0.03190072,0.9880858,8.019749,0.09111435,0.7307142,0.739525
118,31.5,8.5,5.0,30.97417,0.03228281,0.9999333,8.523892,0.08640829,0.736535,0.7365841
119,31.5,9.0,5.0,30.97431,0.03143091,0.9735509,9.019792,0.07913433,0.7137752,0.7331668
120,31.5,9.5,5.0,30.97563,0.02978807,0.9227042,9.568554,0.06751144,0.6459869,0.7001018
121,31.5,10.0,5.0,30.97651,0.02810049,0.870455,10.06075,0.05740283,0.5775153,0.6634637
122,31.5,10.5,5.0,30.97844,0.02642134,0.8184919,10.54996,0.04711186,0.4970282,0.6072488
123,31.5,11.0,5.0,30.97909,0.02502301,0.7751902,11.04248,0.03787899,0.418278,0.5395811
124,31.5,11.5,5.0,30.97997,0.02418409,0.7492225,11.54024,0.03126356,0.360789,0.4815513
125,31.5,12.0,5.0,30.98004,0.02372035,0.7348572,12.0435,0.02667598,0.3212723,0.4371901
126,32.0,8.0,5.0,31.96598,0.03228129,1.031903,8.020292,0.09548037,0.7657805,0.7421051
127,32.0,8.5,5.0,31.96558,0.03304024,1.05615,8.5246,0.09163763,0.7811742,0.739643
128,32.0,9.0,5.0,31.96585,0.03288474,1.051189,9.020958,0.08602038,0.7759863,0.7381987
129,32.0,9.5,5.0,31.96721,0.03148982,1.006641,9.574854,0.07535819,0.7215437,0.7167832
130,32.0,10.0,5.0,31.96837,0.02985091,0.954285,10.0671,0.06531729,0.6575557,0.6890559
131,32.0,10.5,5.0,31.96969,0.02811542,0.8988414,10.55605,0.05479192,0.5783863,0.6434798
132,32.0,11.0,5.0,31.97139,0.02646701,0.8461871,11.04772,0.04451031,0.4917376,0.5811216
133,32.0,11.5,5.0,31.9724,0.02524791,0.8072364,11.54415,0.03642559,0.4205025,0.5209162
134,32.0,12.0,5.0,31.97247,0.02456669,0.7854577,12.04679,0.03080655,0.3711201,0.4724889
135,32.5,8.0,5.0,31.96646,0.0322827,1.031964,8.02028,0.09543221,0.765393,0.7416859
136,32.5,8.5,5.0,31.96592,0.03303944,1.056136,8.524584,0.09168219,0.7815525,0.7400111
137,32.5,9.0,5.0,31.96616,0.03288421,1.051182,9.020824,0.08601324,0.7759103,0.7381313
138,32.5,9.5,5.0,31.96736,0.0314925,1.006732,9.574888,0.07529131,0.7209058,0.7160851
139,32.5,10.0,5.0,31.96909,0.0298521,0.9543445,10.06739,0.06528378,0.6572372,0.6886792
140,32.5,10.5,5.0,31.96978,0.02811859,0.8989453,10.55622,0.05483093,0.5788075,0.6438741
141,32.5,11.0,5.0,31.97091,0.02646526,0.8461185,11.04784,0.04451973,0.4918468,0.5812978
142,32.5,11.5,5.0,31.97211,0.02525112,0.8073313,11.5444,0.03642793,0.4205386,0.5208996
143,32.5,12.0,5.0,31.97278,0.02457056,0.7855892,12.04699,0.03082851,0.3713908,0.4727545
144,33.0,8.0,5.0,32.97877,0.03261309,1.07554,8.021478,0.09965732,0.799399,0.7432539
145,33.0,8.5,5.0,32.97788,0.03352729,1.105659,8.525542,0.09642078,0.8220394,0.7434837
146,33.0,9.0,5.0,32.9771,0.03402066,1.121903,9.022239,0.09213068,0.831225,0.7409065
147,33.0,9.5,5.0,32.97756,0.03327369,1.097285,9.530388,0.0851564,0.8115735,0.7396197
148,33.0,10.0,5.0,32.97921,0.03163696,1.043362,10.0741,0.07340847,0.7395244,0.7087899
149,33.0,10.5,5.0,32.98037,0.02991423,0.9865824,10.5627,0.06288469,0.6642323,0.6732659
150,33.0,11.0,5.0,32.98195,0.02814129,0.9281543,11.0542,0.0522102,0.5771419,0.6218168
151,33.0,11.5,5.0,32.9835,0.02656834,0.876317,11.54957,0.04266487,0.492761,0.5623091
152,33.0,12.0,5.0,32.98397,0.02555391,0.8428694,12.05126,0.0357288,0.4305769,0.5108466
153,33.5,8.0,5.0,32.97872,0.03261231,1.075512,8.021489,0.09979901,0.8005366,0.7443305
154,33.5,8.5,5.0,32.97807,0.03352632,1.105633,8.525634,0.09640974,0.8219541,0.7434238
155,33.5,9.0,5.0,32.9775,0.03401782,1.121823,9.022304,0.09210444,0.8309942,0.7407537
156,33.5,9.5,5.0,32.97839,0.03327269,1.09728,9.530495,0.08515627,0.8115814,0.7396305
157,33.5,10.0,5.0,32.97974,0.03163728,1.043389,10.0741,0.07341743,0.7396144,0.7088575
158,33.5,10.5,5.0,32.98137,0.02991585,0.9866657,10.56294,0.06293108,0.6647375,0.6737211
159,33.5,11.0,5.0,32.98311,0.02814127,0.9281866,11.05426,0.05222642,0.5773247,0.6219921
160,33.5,11.5,5.0,32.9838,0.02656627,0.8762565,11.54974,0.04265459,0.4926495,0.5622207
161,33.5,12.0,5.0,32.98512,0.0255529,0.8428656,12.05116,0.03567082,0.4298747,0.5100157
162,34.0,8.0,5.0,33.9731,0.03290853,1.118005,8.022328,0.1038287,0.8329482,0.7450311
163,34.0,8.5,5.0,33.97247,0.03389466,1.151485,8.526413,0.1007655,0.8591685,0.7461394
164,34.0,9.0,5.0,33.9723,0.03468258,1.178247,9.023274,0.09726372,0.8776373,0.744867
165,34.0,9.5,5.0,33.97205,0.03469043,1.178505,9.531778,0.09177101,0.874741,0.7422464
166,34.0,10.0,5.0,33.97247,0.03350861,1.138371,10.03106,0.08340262,0.8366168,0.7349249
167,34.0,10.5,5.0,33.97376,0.03170441,1.077118,10.56935,0.07104917,0.7509434,0.6971784
168,34.0,11.0,5.0,33.97583,0.02990258,1.015965,11.06072,0.06023338,0.6662244,0.6557552
169,34.0,11.5,5.0,33.97717,0.028128,0.9557098,11.55525,0.04979859,0.575435,0.6021022
170,34.0,12.0,5.0,33.97838,0.0267104,0.9075761,12.05577,0.04120232,0.4967258,0.5473103
171,34.5,8.0,5.0,33.97302,0.03290785,1.117979,8.022116,0.1037979,0.832679,0.7448074
172,34.5,8.5,5.0,33.97218,0.03389409,1.151456,8.526407,0.1007335,0.8588944,0.7459204
173,34.5,9.0,5.0,33.97187,0.03468275,1.178238,9.023054,0.09732411,0.8781607,0.745317
174,34.5,9.5,5.0,33.97134,0.03469028,1.178475,9.531418,0.09188373,0.8757823,0.7431485
175,34.5,10.0,5.0,33.97247,0.03351067,1.13844,10.03082,0.08336073,0.8361765,0.7344933
176,34.5,10.5,5.0,33.97401,0.03170361,1.077099,10.56919,0.07104398,0.7508775,0.6971295
177,34.5,11.0,5.0,33.97557,0.02990621,1.01608,11.06043,0.06029752,0.6669166,0.656362
178,34.5,11.5,5.0,33.97624,0.0281298,0.9557449,11.55529,0.0497883,0.5753183,0.601958
179,34.5,12.0,5.0,33.97717,0.02671023,0.9075382,12.05556,0.04121236,0.4968381,0.547457
180,35.0,8.0,5.0,34.98382,0.03318925,1.161087,8.022792,0.1079425,0.8660002,0.7458532
181,35.0,8.5,5.0,34.98288,0.03421832,1.197056,8.526898,0.1049368,0.8947852,0.7474884
182,35.0,9.0,5.0,34.98236,0.0351356,1.229126,9.024002,0.1018527,0.9191186,0.7477822
183,35.0,9.5,5.0,34.98175,0.03572721,1.2498,9.532517,0.09780477,0.9323257,0.7459797
184,35.0,10.0,5.0,34.98247,0.03514048,1.229301,10.03226,0.09097974,0.9127323,0.742481
185,35.0,10.5,5.0,34.98372,0.03368437,1.178404,10.52723,0.08118246,0.8546264,0.7252402
186,35.0,11.0,5.0,34.98561,0.03175056,1.110813,11.06705,0.06868459,0.7601359,0.684306
187,35.0,11.5,5.0,34.9861,0.02988454,1.045543,11.56165,0.05784185,0.6687474,0.639617
188,35.0,12.0,5.0,34.98798,0.02815957,0.9852464,12.0611,0.04798557,0.5787587,0.5874254
189,25.0,8.0,10.0,34.97036,0.05129299,1.793734,8.037092,0.1871639,1.504253,0.8386156
190,25.0,8.5,10.0,34.96845,0.0534069,1.867556,8.53995,0.1841384,1.572533,0.8420269
191,25.0,9.0,10.0,34.96687,0.05516368,1.928901,9.036579,0.1803461,1.629712,0.8448914
192,25.0,9.5,10.0,34.9662,0.05572057,1.948336,9.544452,0.1735364,1.65631,0.8501151
193,25.0,10.0,10.0,34.96676,0.05562324,1.944964,10.04488,0.1644438,1.651818,0.8492791
194,25.0,10.5,10.0,34.96696,0.05528813,1.933258,10.53867,0.1542199,1.625273,0.8406915
195,25.0,11.0,10.0,34.96752,0.05488894,1.91933,11.03693,0.1438951,1.58816,0.8274555
196,25.0,11.5,10.0,34.96739,0.05468449,1.912174,11.53777,0.1343675,1.550301,0.8107534
197,25.0,12.0,10.0,34.96779,0.05497385,1.922314,12.04611,0.1268277,1.52778,0.7947607
198,25.5,8.0,10.0,25.47174,0.04198791,1.069505,8.023122,0.1093638,0.8774393,0.8204163
199,25.5,8.5,10.0,25.47181,0.04190736,1.067456,8.526356,0.1003225,0.8553852,0.8013305
200,25.5,9.0,10.0,25.47112,0.04217927,1.074353,9.022211,0.09277796,0.8370624,0.7791314
201,25.5,9.5,10.0,25.47051,0.04294271,1.093773,9.530746,0.08705885,0.8297358,0.7585999
202,25.5,10.0,10.0,25.46925,0.04396002,1.119629,10.03039,0.08220509,0.8245494,0.7364488
203,25.5,10.5,10.0,25.46826,0.04518858,1.150874,10.5734,0.07664441,0.8103918,0.7041531
204,25.5,11.0,10.0,25.46778,0.0463398,1.180172,11.07051,0.07321928,0.810575,0.6868278
205,25.5,11.5,10.0,25.46704,0.04750069,1.209702,11.57108,0.07028721,0.8132991,0.6723135
206,25.5,12.0,10.0,25.46612,0.04866495,1.239307,12.07719,0.06779845,0.8188146,0.6607034
207,26.0,8.0,10.0,25.47128,0.04197909,1.069261,8.023294,0.1093883,0.8776549,0.8208048
208,26.0,8.5,10.0,25.47181,0.04190678,1.067441,8.526309,0.100316,0.8553256,0.8012857
209,26.0,9.0,10.0,25.47152,0.04217828,1.074345,9.02247,0.09289762,0.838166,0.7801648
210,26.0,9.5,10.0,25.47062,0.04294465,1.093827,9.530839,0.08700893,0.8292681,0.7581347
211,26.0,10.0,10.0,25.47025,0.04396364,1.119765,10.03073,0.08215646,0.8240891,0.7359481
212,26.0,10.5,10.0,25.46896,0.0451901,1.150945,10.5738,0.07668153,0.8108152,0.7044777
213,26.0,11.0,10.0,25.46862,0.04634095,1.18024,11.07076,0.07324829,0.8109143,0.6870759
214,26.0,11.5,10.0,25.46754,0.04750036,1.209717,11.57122,0.07026989,0.8131085,0.6721476
215,26.0,12.0,10.0,25.46592,0.04866418,1.239278,12.07717,0.06781336,0.8189936,0.6608635
216,26.5,8.0,10.0,26.46409,0.04345095,1.14989,8.024752,0.1189059,0.9541902,0.8298101
217,26.5,8.5,10.0,26.4642,0.04330149,1.145939,8.527725,0.1095442,0.934163,0.8151942
218,26.5,9.0,10.0,26.46421,0.04330673,1.146079,9.0237,0.100998,0.9113754,0.795212
219,26.5,9.5,10.0,26.46348,0.04377648,1.158478,9.53179,0.09409461,0.89689,0.774197
220,26.5,10.0,10.0,26.46325,0.0446482,1.181536,10.03163,0.08858134,0.8886153,0.7520845
221,26.5,10.5,10.0,26.4627,0.04569783,1.209288,10.52727,0.0838223,0.8824203,0.7297024
222,26.5,11.0,10.0,26.46187,0.0468379,1.239418,11.02629,0.07975062,0.8793532,0.7094886
223,26.5,11.5,10.0,26.46076,0.04811684,1.273208,11.57529,0.07564018,0.8755568,0.6876778
224,26.5,12.0,10.0,26.45969,0.0492878,1.30414,12.08121,0.07295733,0.8814131,0.6758577
225,27.0,8.0,10.0,26.4645,0.04345422,1.149994,8.024631,0.1188649,0.9538471,0.8294363
226,27.0,8.5,10.0,26.46474,0.0433039,1.146026,8.527617,0.1096403,0.9349701,0.8158365
227,27.0,9.0,10.0,26.46438,0.04330593,1.146064,9.023444,0.1009386,0.9108135,0.7947315
228,27.0,9.5,10.0,26.46405,0.04377627,1.158497,9.531502,0.09405698,0.8965043,0.7738509
229,27.0,10.0,10.0,26.46328,0.04464749,1.181519,10.0314,0.08850294,0.8878084,0.7514129
230,27.0,10.5,10.0,26.46214,0.04569516,1.209192,10.52715,0.08386911,0.8829027,0.7301593
231,27.0,11.0,10.0,26.46189,0.04683837,1.239432,11.02631,0.07973979,0.8792357,0.7093863
232,27.0,11.5,10.0,26.45959,0.04811517,1.273108,11.57536,0.07562214,0.8753535,0.6875723
233,27.0,12.0,10.0,26.45948,0.04928635,1.304091,12.08143,0.07295138,0.8813571,0.67584
234,27.5,8.0,10.0,27.47552,0.04495329,1.235115,8.026567,0.128643,1.032561,0.836004
235,27.5,8.5,10.0,27.47549,0.04480155,1.230945,8.52931,0.1191697,1.016435,0.8257359
236,27.5,9.0,10.0,27.47605,0.04464914,1.226782,9.025183,0.1100857,0.9935434,0.8098778
237,27.5,9.5,10.0,27.47544,0.04479621,1.230795,9.533201,0.1018513,0.9709687,0.7888953
238,27.5,10.0,10.0,27.47447,0.04542659,1.248072,10.03294,0.09551974,0.9583436,0.7678595
239,27.5,10.5,10.0,27.4741,0.04636189,1.273751,10.52839,0.09021919,0.949863,0.7457209
240,27.5,11.0,10.0,27.47319,0.04745251,1.303672,11.02748,0.08569475,0.9449967,0.7248731
241,27.5,11.5,10.0,27.47251,0.04861075,1.335459,11.52963,0.0821098,0.9466954,0.7088912
242,27.5,12.0,10.0,27.47121,0.04979954,1.368054,12.03735,0.07930742,0.9546512,0.6978171
243,28.0,8.0,10.0,27.47495,0.04495083,1.235022,8.026472,0.128606,1.032253,0.8358175
244,28.0,8.5,10.0,27.47483,0.04480087,1.230896,8.52913,0.1192501,1.017099,0.826308
245,28.0,9.0,10.0,27.47535,0.04464889,1.226744,9.025149,0.1100747,0.9934408,0.8098191
246,28.0,9.5,10.0,27.47499,0.04479718,1.230802,9.533028,0.1019085,0.9714966,0.7893201
247,28.0,10.0,10.0,27.47466,0.04542533,1.248046,10.03276,0.09554067,0.958537,0.7680304
248,28.0,10.5,10.0,27.47363,0.0463622,1.273738,10.52812,0.09018463,0.9494748,0.745424
249,28.0,11.0,10.0,27.47301,0.04745265,1.303667,11.02727,0.08569316,0.9449616,0.7248489
250,28.0,11.5,10.0,27.47229,0.04861245,1.335495,11.52964,0.08212442,0.9468648,0.7089991
251,28.0,12.0,10.0,27.4708,0.04979968,1.368037,12.03749,0.07927902,0.9543201,0.6975836
252,28.5,8.0,10.0,28.46594,0.04639136,1.320574,8.0282,0.1380747,1.108492,0.8394014
253,28.5,8.5,10.0,28.46607,0.04629929,1.317959,8.530529,0.1289369,1.0999,0.8345483
254,28.5,9.0,10.0,28.466,0.04609597,1.312168,9.026484,0.1195224,1.078867,0.8222018
255,28.5,9.5,10.0,28.46681,0.04599371,1.309294,9.534324,0.1104169,1.05275,0.8040593
256,28.5,10.0,10.0,28.46611,0.04631729,1.318473,10.03414,0.1028128,1.031638,0.7824489
257,28.5,10.5,10.0,28.46596,0.04708042,1.340189,10.52934,0.09674434,1.018654,0.7600819
258,28.5,11.0,10.0,28.46459,0.04807756,1.368508,11.02839,0.09178965,1.012292,0.7397048
259,28.5,11.5,10.0,28.46353,0.04920518,1.400553,11.53058,0.08786184,1.013098,0.7233553
